Gene,Bnb,Left,Right,Product,ECKnb,Synonyms,Object ID,Activated,Activated_Bnb,Inhibited,Inhibited_Bnb
psd,b4160,4389392,4390360,"phosphatidylserine decarboxylase proenzyme,phosphatidylserine decarboxylase, &beta; chain,phosphatidylserine decarboxylase, &alpha; chain",ECK4156,"psd,b4160,ECK4156",EG10775,,,,
ilvN,b3670,3850802,3851092,acetohydroxy acid synthase I subunit IlvN,ECK3661,"ilvN,b3670,ECK3661",EG10502,,,,
btuC,b1711,1794172,1795152,vitamin B<sub>12</sub> ABC transporter membrane subunit,ECK1709,"btuC,b1711,ECK1709",EG10127,,,,
torD,b0998,1061799,1062398,trimethylamine-N-oxide reductase-specific chaperone,ECK0989,"torD,b0998,ECK0989",EG12195,,,,
rrlG,b2589,2726281,2729184,23S ribosomal RNA,ECK2587,"rrlG,b2589,ECK2587",EG30082,,,,
bipA,b3871,4058407,4060230,50S ribosomal subunit assembly factor BipA,ECK3864,"bipA,typA,yihK,b3871,ECK3864",EG11837,,,,
yfdQ,b2360,2474032,2474856,CPS-53 (KpLE1) prophage; DUF2303 domain-containing protein YfdQ,ECK2354,"yfdQ,b2360,ECK2354",G7229,,,,
ilvH,b0078,87357,87848,"acetolactate synthase / acetohydroxybutanoate synthase, regulatory subunit",ECK0080,"ilvH,brnP,b0078,ECK0080",EG10499,,,,
cobT,b1991,2063388,2064467,nicotinate-nucleotide&mdash;dimethylbenzimidazole phosphoribosyltransferase,ECK1986,"cobT,b1991,ECK1986",EG12151,,,,
pdeL,b0315,332371,333459,DNA-binding transcriptional regulator/c-di-GMP phosphodiesterase PdeL,ECK0313,"pdeL,yahA,b0315,ECK0313",EG11236,"yghJ,pdeL","b4466,b0315","rfe,fliK,fliJ,fliI,fliH,fliG,fliF","b3784,b1943,b1942,b1941,b1940,b1939,b1938"
iprA,b0375,394506,395129,putative DNA-binding transcriptional regulator IprA,ECK0370,"iprA,yaiV,b0375,ECK0370",G6226,,,,
opgG,b1048,1109335,1110870,osmoregulated periplasmic glucans biosynthesis protein G,ECK1034,"opgG,mdoA,mdoG,b1048,ECK1034",EG11885,,,,
ilvC,b3774,3957970,3959445,ketol-acid reductoisomerase (NADP<sup>+</sup>),ECK3766,"ilvC,b3774,ECK3766",EG10495,,,,
btuD,b1709,1792809,1793558,vitamin B<sub>12</sub> ABC transporter ATP binding subunit,ECK1707,"btuD,b1709,ECK1707",EG10128,,,,
ppiB,b0525,553943,554437,peptidyl-prolyl <i>cis-trans</i> isomerase B,ECK0518,"ppiB,b0525,ECK0518",EG10758,,,,
sra,b1480,1555826,1555963,ribosome-associated protein Sra,ECK1474,"sra,rpsV,b1480,ECK1474",EG11508,,,,
dosC,b1490,1565758,1567140,diguanylate cyclase DosC,ECK1484,"dosC,yddV,dgcO,b1490,ECK1484",G6784,,,,
yeeR,b2001,2074779,2076311,CP4-44 prophage; inner membrane protein YeeR,ECK1994,"yeeR,b2001,ECK1994",G7081,,,,
lrp,b0889,932595,933089,DNA-binding transcriptional dual regulator Lrp,ECK0880,"lrp,rblA,oppI,mbf,lstR,alsB,ihb,livR,lrs,lss,b0889,ECK0880",EG10547,"zntR,zitB,zipA,ytjB,ytfJ,ytfB,yoeG,yoaH,ynjH,ykgE,yjiL,yjfP,yjeH,yjbR,yicH,yibT,yibL,yhjR,yhjJ,yhhW,yhhA,yhdW,yhdV,yhdN,ygiW,ygiV,yfaP,tsuA,yeaG,ydhQ,ydgH,ydeN,ydcL,ydcK,yciZ,yciT,ycgB,ycfJ,ybjX,ybiI,ybhQ,ybgS,ybdF,yaiY,yagU,yaeQ,yacL,yabQ,yaaX,ubiA,tyrR,tyrP,sulA,soxS,slyX,slyA,sad,rseA,rsd,rplR,rpiB,rnr,rlmE,rhtB,relA,pyrI,purT,purM,pspG,proP,prlF,ppx,potF,pntA,phoH,phoA,patA,panZ,ompT,nac,modA,menA,livK,livJ,lipA,leuO,leuL,leuA,ldhA,katE,iraP,insH3,insC5,ilvL,ibpB,ibpA,htrE,hspQ,groL,glnQ,glnL,glnK,glnH,glnA,glcA,gadY,gadW,fxsA,fumA,fliA,fadL,fadI,exbB,eptB,eno,dppA,dgcZ,dgcM,dadA,csiE,rdcA,clpS,clpP,chbG,cbl,can,bssS,borD,astC,aspC,asnB,asnA,artP,artI,aroG,argT,argR,alaA,adhE,acrZ,yzgL,yqeF,yhjE,serB,lrhA,lolC,avtA,aspA,ansB,aceB,ridA,cadA,cadB,lysP,gcvP,gcvH,gcvT,osmC,serA,malT,tdh,kbl,stpA,fimE,fimD,fimH,fimG,fimF,fimC,fimI,fimA,serC,aroA,ilvI,ilvH,alaE,argO,yojI,gltB,gltD,gltF,gabP,gabT,gabD,lhgD,glaH,yeiL","b3292,b0752,b2412,b4387,b4216,b4206,b4640,b1811,b1760,b0306,b4334,b4190,b4141,b4057,b3655,b4554,b3602,b3535,b3527,b3439,b3448,b3268,b3267,b3293,b3024,b3023,b2225,b2013,b1783,b1664,b1604,b1498,b1431,b1428,b4596,b1284,b1188,b1110,b0877,b0803,b0791,b0753,b0579,b0379,b0287,b0190,b0119,b0057,b0005,b4040,b1323,b1907,b0958,b4062,b3348,b1642,b1525,b2572,b3995,b3304,b4090,b4179,b3179,b3824,b2784,b4244,b1849,b2499,b4050,b4111,b3129,b2502,b0854,b1603,b1020,b0383,b3073,b3459,b0565,b1988,b0763,b3930,b3458,b3460,b0628,b0076,b0075,b0074,b1380,b1732,b0382,b0656,b3044,b3766,b3686,b3687,b0139,b0966,b4143,b0809,b3869,b0450,b0811,b3870,b2975,b4452,b3515,b4140,b1612,b1922,b2344,b2342,b3006,b3546,b2779,b3544,b1535,b1341,b1189,b2535,b4109,b0881,b0437,b1733,b1987,b0126,b1060,b0557,b1748,b0928,b0674,b3744,b0864,b0863,b0754,b2310,b3237,b2290,b1241,b0762,b3427,b2844,b3523,b4388,b2289,b1116,b3572,b4139,b2957,b4014,b4243,b4131,b4132,b2156,b2903,b2904,b2905,b1482,b2913,b3418,b3616,b3617,b2669,b4313,b4317,b4320,b4319,b4318,b4316,b4315,b4314,b0907,b0908,b0077,b0078,b2670,b2923,b2211,b3212,b3213,b3214,b2663,b2662,b2661,b2660,b2659,b2163","artP,ytfJ,ytfB,yqeG,yodC,yjiL,yiiM,yiaG,yhiM,yhcN,yhbY,ygiW,ygiV,yfiB,tsuA,yebF,yeaE,ydeE,ychE,ycgB,yceB,trhO,ybjN,ybiT,ybiO,ybhQ,ybgA,ybeX,ybdL,ybdG,wecB,upp,trxB,treA,topA,thiC,sthA,sstT,sroH,slyA,serS,serC,rpsH,rpoN,rplR,rplF,rpiA,rnr,ridA,ribE,radD,qseB,purM,ptsN,ppsA,ppk,polA,pncB,pgl,panZ,pal,pabB,nusB,nuoA,napF,mutY,mscS,mscK,msbA,mnmA,metT,metH,manA,lysP,lpxL,lolA,leuO,leuA,kbl,katE,iraD,intZ,hpf,hlyE,groS,groL,gpt,gltP,glgC,glcA,gdhA,gcvT,gadW,gadB,fxsA,frdB,frdA,fliA,fadI,emrD,dtpB,dppA,dhaK,dgcQ,dgcM,dgcJ,deoB,dedA,deaD,cysB,cydC,creA,cpoB,btuE,atpH,atpA,astC,aspS,aspA,artI,aroG,aroA,argS,argR,argA,arcB,aphA,ansB,amiC,alaS,alaE,aer,acrZ,ytfK,yjiC,yjeM,yjbQ,yjbJ,yhhW,patA,yfcZ,yfcC,yehL,yciN,ycaM,ybjS,ybiJ,ybgS,uspE,tyrR,tyrP,dtpA,thrL,sdaC,ppx,potF,pepD,mtr,mqo,metK,ftsQ,eco,cycA,csiE,brnQ,fau,ssrS,ilvH,ilvI,adhE,lysU,osmC,sdaA,oppA,oppB,oppC,oppD,oppF,aidB,osmY,livF,livG,livM,livH,livK,lrp,dadX,dadA,leuE,avtA,alaA,yhiD,hdeB,hdeA,rrfF,thrV,rrfD,rrlD,alaU,ileU,rrsD,rrfH,rrlH,alaV,ileV,rrsH,rrfG,rrlG,gltW,rrsG,rrfE,rrlE,gltV,rrsE,rrfC,rrlC,gltU,rrsC,rrfA,rrlA,alaT,ileT,rrsA,serA,livJ,micF,rrfB,rrlB,gltT,rrsB,ilvX,ilvG,ilvA,ilvD,ilvE,ilvM,ilvL,ompC","b0864,b4216,b4206,b2845,b1957,b4334,b3910,b3555,b3491,b3238,b3180,b3024,b3023,b2605,b2013,b1847,b1781,b1534,b1242,b1188,b1063,b1055,b0853,b0820,b0808,b0791,b0707,b0658,b0600,b0577,b3786,b2498,b0888,b1197,b1274,b3994,b3962,b3089,b4691,b1642,b0893,b0907,b3306,b3202,b3304,b3305,b2914,b4179,b4243,b0415,b2184,b3025,b2499,b3204,b1702,b2501,b3863,b0931,b0767,b3459,b0741,b1812,b0416,b2288,b2208,b2961,b2924,b0465,b0914,b1133,b0673,b4019,b1613,b2156,b1054,b0891,b0076,b0074,b3617,b1732,b4326,b2442,b3203,b1182,b4142,b4143,b0238,b4077,b3430,b2975,b1761,b2905,b3515,b1493,b4140,b4153,b4154,b1922,b2342,b3673,b3496,b3544,b1200,b1956,b1341,b1786,b4383,b2317,b3162,b1275,b0886,b4397,b0742,b1710,b3735,b3734,b1748,b1866,b4139,b0863,b0754,b0908,b1876,b3237,b2818,b3210,b4055,b2957,b2817,b2697,b2670,b3072,b0762,b4217,b4325,b4156,b4056,b4045,b3439,b3073,b2343,b2298,b2119,b1273,b0899,b0868,b0802,b0753,b1333,b1323,b1907,b1634,b0001,b2796,b2502,b0854,b0237,b3161,b2210,b2942,b0093,b2209,b4208,b2535,b0401,b2912,b2911,b0078,b0077,b1241,b4129,b1482,b1814,b1243,b1244,b1245,b1246,b1247,b4187,b4376,b3454,b3455,b3456,b3457,b3458,b0889,b1190,b1189,b1798,b3572,b2290,b3508,b3509,b3510,b3272,b3273,b3274,b3275,b3276,b3277,b3278,b0205,b0204,b0203,b0202,b0201,b2588,b2589,b2590,b2591,b4010,b4009,b4008,b4007,b3759,b3758,b3757,b3756,b3855,b3854,b3853,b3852,b3851,b2913,b3460,b4439,b3971,b3970,b3969,b3968,b4669,b4488,b3772,b3771,b3770,b3769,b3766,b2215"
cobU,b1993,2065219,2065764,cobinamide-P guanylyltransferase / cobinamide kinase,ECK1988,"cobU,b1993,ECK1988",EG13238,,,,
speFL,b4803,720718,720822,leader peptide SpeFL,ECK4660,"speFL,b4803,ECK4660",G0-17074,,,,
yjdC,b4135,4362733,4363308,putative DNA-binding transcriptional regulator YjdC,ECK4129,"yjdC,cutA3,b4135,ECK4129",EG12176,,,,
opgB,b4359,4597150,4599441,"phosphoglycerol transferase II,phosphoglycerol transferase I",ECK4349,"opgB,yjjO,mdoB,b4359,ECK4349",EG12591,,,,
livH,b3457,3595477,3596403,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH,ECK3441,"livH,hrbD,hrbC,hrbB,b3457,ECK3441",EG10538,,,,
gshA,b2688,2814883,2816439,glutamate&mdash;cysteine ligase,ECK2683,"gshA,gsh-I,b2688,ECK2683",EG10418,,,,
hycI,b2717,2842573,2843043,hydrogenase 3 maturation protease,ECK2712,"hycI,b2717,ECK2712",G7414,,,,
rpsN,b3307,3446579,3446884,30S ribosomal subunit protein S14,ECK3294,"rpsN,b3307,ECK3294",EG10913,,,,
yoaL,b4751,1901573,1901731,protein YoaL,ECK4608,"yoaL,b4751,ECK4608",G0-16745,,,,
ydaU,b1359,1421119,1421976,Rac prophage; DUF1376 domain-containing protein YdaU,ECK1357,"ydaU,b1359,ECK1357",G6683,,,,
ilvY,b3773,3956927,3957820,DNA-binding transcriptional dual regulator IlvY,ECK3765,"ilvY,b3773,ECK3765",EG10503,ilvC,b3774,ilvY,b3773
gshB,b2947,3091878,3092828,glutathione synthetase,ECK2942,"gshB,gsh-II,b2947,ECK2942",EG10419,,,,
pdeH,b3525,3678420,3679187,c-di-GMP phosphodiesterase PdeH,ECK3510,"pdeH,yhjH,b3525,ECK3510",EG12252,,,,
opgC,b1047,1107784,1108941,osmoregulated periplasmic glucans (OPG) biosynthesis protein C,ECK1033,"opgC,ymdD,mdoC,b1047,ECK1033",G6552,,,,
ilvI,b0077,85630,87354,"acetolactate synthase / acetohydroxybutanoate synthase, catalytic subunit",ECK0079,"ilvI,b0077,ECK0079",EG10500,,,,
nadC,b0109,117752,118645,quinolinate phosphoribosyltransferase (decarboxylating),ECK0108,"nadC,b0109,ECK0108",EG11546,,,,
sfmC,b0531,558974,559666,putative fimbrial chaperone SfmC,ECK0524,"sfmC,b0531,ECK0524",G6291,,,,
rpmF,b1089,1147367,1147540,50S ribosomal subunit protein L32,ECK1075,"rpmF,b1089,ECK1075",EG10890,,,,
lsrF,b1517,1606100,1606975,"3-hydroxy-2,4-pentadione 5-phosphate thiolase",ECK1510,"lsrF,yneB,b1517,ECK1510",G6804,,,,
ymfK,b1145,1202259,1202933,e14 prophage; putative repressor protein YmfK,ECK1131,"ymfK,cohE,b1145,ECK1131",G6589,,,,
dcyD,b1919,1998494,1999480,D-cysteine desulfhydrase,ECK1918,"dcyD,yedO,b1919,ECK1918",G7038,,,,
pncA,b1768,1851887,1852528,nicotinamidase,ECK1766,"pncA,nam,ydjB,b1768,ECK1766",EG11135,,,,
yjdM,b4108,4326399,4326734,zinc ribbon domain-containing protein YjdM,ECK4101,"yjdM,phnA,b4108,ECK4101",EG10711,,,,
kdsC,b3198,3342273,3342839,3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate phosphatase KdsC,ECK3187,"kdsC,yrbJ,yrbI,b3198,ECK3187",G7663,,,,
ilvD,b3771,3953478,3955328,dihydroxy-acid dehydratase,ECK3763,"ilvD,b3771,ECK3763",EG10496,,,,
nadB,b2574,2710420,2712042,L-aspartate oxidase,ECK2572,"nadB,nic,nicB,b2574,ECK2572",EG10631,,,,
hybE,b2992,3140311,3140799,hydrogenase 2-specific chaperone,ECK2986,"hybE,b2992,ECK2986",EG11803,,,,
rplM,b3231,3378223,3378651,50S ribosomal subunit protein L13,ECK3220,"rplM,b3231,ECK3220",EG10874,,,"rpsI,rplM","b3230,b3231"
hspQ,b0966,1028404,1028721,heat shock protein HspQ,ECK0957,"hspQ,yccV,b0966,ECK0957",G6500,,,,
insH2,b0552,574737,575717,DLP12 prophage; IS<i>5</i> transposase and trans-activator,ECK0261,"insH2,trs5-2,yi52_2,b0552,ECK0261",G6308,,,,
alaB,,,,glutamate&mdash;pyruvate aminotransferase AlaB,,alaB,G0-9281,,,,
nadD,b0639,669931,670572,nicotinate-nucleotide adenylyltransferase,ECK0632,"nadD,ybeN,fusB,b0639,ECK0632",G6350,,,,
argL,b4766,290275,290370,putative translational regulatory protein ArgL,ECK4623,"argL,b4766,ECK4623",G0-17012,,,,
lptD,b0054,54755,57109,lipopolysaccharide assembly protein LptD,ECK0055,"lptD,yabG,ostA,imp,b0054,ECK0055",EG11569,,,,
avtA,b3572,3739705,3740958,valine&mdash;pyruvate aminotransferase,ECK3561,"avtA,b3572,ECK3561",EG10107,,,,
gmd,b2053,2127193,2128314,"GDP-mannose 4,6-dehydratase",ECK2047,"gmd,yefN,yefA,b2053,ECK2047",EG11787,,,,
pcm,b2743,2868893,2869519,protein-L-isoaspartate <i>O</i>-methyltransferase,ECK2738,"pcm,b2743,ECK2738",EG10689,,,,
rmf,b0953,1015715,1015882,ribosome modulation factor,ECK0944,"rmf,res,rimF,b0953,ECK0944",EG50004,,,,
chaB,b1217,1272119,1272349,putative cation transport regulator ChaB,ECK1211,"chaB,b1217,ECK1211",EG12402,,,,
alaA,b2290,2407561,2408778,glutamate&mdash;pyruvate aminotransferase AlaA,ECK2284,"alaA,yfbQ,b2290,ECK2284",G7184,,,,
yafW,b0246,263690,264007,antitoxin of the YkfI-YafW toxin-antitoxin pair,ECK0247,"yafW,b0246,ECK0247",G6121,,,,
nadR,b4390,4627315,4628547,DNA-binding transcriptional repressor/NMN adenylyltransferase NadR,ECK4382,"nadR,nadI,b4390,ECK4382",EG11335,,,"nadB,pncB,pnuC,nadA","b2574,b0931,b0751,b0750"
rcsF,b0196,219591,219995,sensor lipoprotein RcsF,ECK0196,"rcsF,b0196,ECK0196",EG11502,,,,
lapB,b1280,1340558,1341727,lipopolysaccharide assembly protein B,ECK1275,"lapB,yciM,b1280,ECK1275",EG12691,,,,
ilvE,b3770,3952484,3953413,branched-chain-amino-acid aminotransferase,ECK3762,"ilvE,b3770,ECK3762",EG10497,,,,
nadE,b1740,1822458,1823285,NH<sub>3</sub>-dependent NAD<sup>+</sup> synthetase,ECK1738,"nadE,efg,ntrL,b1740,ECK1738",EG10663,,,,
yfcS,b2336,2451584,2452336,putative fimbrial chaperone YfcS,ECK2330,"yfcS,b2336,ECK2330",G7207,,,,
rrlC,b3758,3943704,3946607,23S ribosomal RNA,ECK3752,"rrlC,b3758,ECK3752",EG30079,,,,
cnu,b1625,1704949,1705164,H-NS- and StpA-binding protein,ECK1621,"cnu,ydgT,b1625,ECK1621",G6869,,,,
cspB,b1557,1641339,1641554,Qin prophage; cold shock-like protein CspB,ECK1551,"cspB,b1557,ECK1551",EG12203,,,,
alaC,b2379,2497057,2498295,glutamate&mdash;pyruvate aminotransferase AlaC,ECK2375,"alaC,yfdZ,b2379,ECK2375",G7242,,,,
pncC,b2700,2823849,2824346,NMN aminohydrolase,ECK2695,"pncC,ygaD,b2700,ECK2695",G7409,,,,
ycgR,b1194,1243793,1244527,flagellar brake protein YcgR,ECK1182,"ycgR,b1194,ECK1182",G6623,,,,
lptE,b0641,671605,672186,lipopolysaccharide assembly protein LptE,ECK0634,"lptE,rlpB,b0641,ECK0634",EG10855,,,,
alr,b4053,4265782,4266861,alanine racemase 1,ECK4045,"alr,alr5,b4053,ECK4045",EG10001,,,,
nadK,b2615,2750831,2751709,NAD kinase,ECK2611,"nadK,yfjE,yfjB,b2615,ECK2611",EG12192,,,,
ecpB,b0292,309358,310026,putative fimbrial chaperone EcpB,ECK0291,"ecpB,yagY,matC,b0292,ECK0291",G6163,,,,
rpmI,b1717,1799802,1799999,50S ribosomal subunit protein L35,ECK1715,"rpmI,b1717,ECK1715",EG11231,,,,
baxL,b4794,3737177,3737203,putative translational regulatory protein BaxL,ECK4651,"baxL,b4794,ECK4651",G0-17040,,,,
ydfA,b1571,1648508,1648663,Qin prophage; DUF1391 domain-containing protein YdfA,ECK1565,"ydfA,b1571,ECK1565",EG11300,,,,
hisG,b2019,2090192,2091091,ATP phosphoribosyltransferase,ECK2014,"hisG,b2019,ECK2014",EG10449,,,,
rffG,b3788,3972522,3973589,"dTDP-glucose 4,6-dehydratase 2",ECK3780,"rffG,rff,b3788,ECK3780",EG11453,,,,
rseX,b4603,2033649,2033739,small regulatory RNA RseX,ECK4412,"rseX,IS096,b4603,ECK4412",G0-10574,,,,
proQ,b1831,1914836,1915534,RNA chaperone ProQ,ECK1830,"proQ,yoeC,yobE,yebJ,b1831,ECK1830",EG12866,,,,
lapA,b1279,1340243,1340551,lipopolysaccharide assembly protein A,ECK1274,"lapA,yciS,b1279,ECK1274",G6637,,,,
hisC,b2021,2092398,2093468,histidinol-phosphate aminotransferase,ECK2016,"hisC,b2021,ECK2016",EG10446,,,,
pncB,b0931,989154,990356,nicotinate phosphoribosyltransferase,ECK0922,"pncB,b0931,ECK0922",EG10742,,,,
djlA,b0055,57364,58179,co-chaperone protein DjlA,ECK0056,"djlA,yabH,b0055,ECK0056",EG11570,,,,
rpsK,b3297,3441709,3442098,30S ribosomal subunit protein S11,ECK3284,"rpsK,b3297,ECK3284",EG10910,,,,
pspA,b1304,1368079,1368747,phage shock protein A,ECK1299,"pspA,cog,b1304,ECK1299",EG10776,,,,
hisL,b2018,2089996,2090046,<i>his</i> operon leader peptide,ECK2013,"hisL,b2018,ECK2013",EG11269,,,,
nadA,b0750,782085,783128,quinolinate synthase,ECK0739,"nadA,nicA,b0750,ECK0739",EG10630,,,,
bluF,b1163,1214264,1215475,blue light- and temperature-regulated antirepressor BluF,ECK1150,"bluF,ycgF,b1163,ECK1150",G6603,,,,
asmA,b2064,2139759,2141612,putative assembly protein AsmA,ECK2058,"asmA,yegA,b2064,ECK2058",EG11361,,,,
hisH,b2023,2094535,2095125,imidazole glycerol phosphate synthase subunit HisH,ECK2018,"hisH,b2023,ECK2018",EG10450,,,,
rfbB,b2041,2111976,2113061,"dTDP-glucose 4,6-dehydratase 1",ECK2035,"rfbB,som,rmlB,b2041,ECK2035",EG12412,,,,
dnaJ,b0015,14168,15298,chaperone protein DnaJ,ECK0015,"dnaJ,groP,grpC,b0015,ECK0015",EG10240,,,,
rpmC,b3312,3448568,3448759,50S ribosomal subunit protein L29,ECK3299,"rpmC,b3312,ECK3299",EG10887,,,,
yfjY,b2644,2776386,2776868,CP4-57 prophage; RadC-like JAB domain-containing protein YfjY,ECK2640,"yfjY,b2644,ECK2640",G7379,,,,
hisD,b2020,2091097,2092401,histidinal/histidinol dehydrogenase,ECK2015,"hisD,b2020,ECK2015",EG10447,,,,
moaA,b0781,817044,818033,"GTP 3',8'-cyclase",ECK0770,"moaA,bisA,chlA,chlA1,narA,b0781,ECK0770",EG11595,,,,
rraA,b3929,4118845,4119330,ribonuclease E inhibitor protein A,ECK3921,"rraA,menG,yiiV,b3929,ECK3921",EG11879,,,,
hisA,b2024,2095125,2095862,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase,ECK2019,"hisA,b2024,ECK2019",EG10444,,,,
moeA,b0827,865129,866364,molybdopterin molybdotransferase,ECK0817,"moeA,bisB,chlE,narE,b0827,ECK0817",EG10153,,,,
ydeM,b1497,1579633,1580790,putative anaerobic sulfatase maturation enzyme YdeM,ECK1491,"ydeM,b1497,ECK1491",G6787,,,,
rplJ,b3985,4179996,4180493,50S ribosomal subunit protein L10,ECK3976,"rplJ,b3985,ECK3976",EG10871,,,,
yfjH,b2623,2757644,2758600,CP4-57 prophage; uncharacterized protein YfjH,ECK2619,"yfjH,b2623,ECK2619",G7359,,,,
hisI,b2026,2096614,2097225,putative bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase,ECK2021,"hisI,hisE,hisIE,b2026,ECK2021",EG10451,,,,
mocA,b2877,3015160,3015738,molybdenum cofactor cytidylyltransferase,ECK2873,"mocA,ygfJ,b2877,ECK2873",G7496,,,,
gcvB,b4443,2942696,2942901,small regulatory RNA GcvB,ECK2804,"gcvB,psrA11,IS145,b4443,ECK2804",G0-8867,,,,
hisF,b2025,2095844,2096620,imidazole glycerol phosphate synthase subunit HisF,ECK2020,"hisF,b2025,ECK2020",EG10448,,,,
tusA,b3470,3608751,3608996,sulfur transfer protein TusA,ECK3454,"tusA,yhhP,sirA,b3470,ECK3454",EG12216,,,,
cpxP,b4484,4105820,4106320,periplasmic protein CpxP,ECK3906,"cpxP,yiiO,b3913,b4484,ECK3906",G7816,,,,
ssrA,b2621,2755593,2755955,tmRNA,ECK2617,"ssrA,sipB,b2621,ECK2617",EG30100,,,,
yfdN,b2357,2472387,2472881,CPS-53 (KpLE1) prophage; uncharacterized protein YfdN,ECK2351,"yfdN,yzyA,b2357,ECK2351",G7226,,,,
hisB,b2022,2093468,2094535,imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase,ECK2017,"hisB,b2022,ECK2017",EG10445,,,,
moaC,b0783,818570,819055,cyclic pyranopterin monophosphate synthase,ECK0772,"moaC,chlA3,b0783,ECK0772",EG11666,,,,
rraB,b4255,4478473,4478889,ribonuclease E inhibitor protein B,ECK4248,"rraB,yjgD,b4255,ECK4248",G7885,,,,
trpL,b1265,1323038,1323082,<i>trp</i> operon leader peptide,ECK1259,"trpL,trpEE,b1265,ECK1259",EG11274,,,,
moaB,b0782,818055,818567,protein MoaB,ECK0771,"moaB,chlA2,b0782,ECK0771",EG11596,,,,
elfD,b0939,998490,999191,putative fimbrial chaperone ElfD,ECK0930,"elfD,ycbR,b0939,ECK0930",G6481,,,,
rrfH,b0205,228756,228875,5S ribosomal RNA,ECK0205,"rrfH,b0205,ECK0205",EG30076,,,,
letB,b1834,1917510,1920143,lipophilic envelope spanning tunnel,ECK1833,"letB,yebT,b1834,ECK1833",G7007,,,,
tfaQ,b1546,1634310,1634885,Qin prophage; putative tail fiber assembly protein TfaQ,ECK1539,"tfaQ,ydfM,b1546,ECK1539",G6820,,,,
trpD,b1263,1319789,1321384,anthranilate synthase subunit TrpD,ECK1257,"trpD,trpGD,b1263,ECK1257",EG11027,,,,
moeB,b0826,864380,865129,molybdopterin-synthase adenylyltransferase,ECK0816,"moeB,chlN,b0826,ECK0816",EG10154,,,,
yehB,b2109,2188430,2190910,putative fimbrial usher protein YehB,ECK2102,"yehB,b2109,ECK2102",EG11988,,,,
rirA,b4760,3808166,3808238,small regulatory RNA RirA,ECK4617,"rirA,b4760,ECK4617",G0-16662,,,,
ugpB,b3453,3591009,3592325,<i>sn</i>-glycerol 3-phosphate ABC transporter periplasmic binding protein,ECK3437,"ugpB,psiB,psiC,b3453,ECK3437",EG11047,,,,
trpA,b1260,1316416,1317222,tryptophan synthase subunit &alpha;,ECK1254,"trpA,try,tryp,b1260,ECK1254",EG11024,,,,
modA,b0763,795089,795862,molybdate ABC transporter periplasmic binding protein,ECK0752,"modA,b0763,ECK0752",EG12427,,,,
msrB,b1778,1862016,1862429,methionine sulfoxide reductase B,ECK1776,"msrB,yeaA,b1778,ECK1776",EG12394,,,,
rimM,b2608,2745370,2745918,ribosome maturation factor RimM,ECK2605,"rimM,yfjA,b2608,ECK2605",EG11153,,,,
zntB,b1342,1408050,1409033,Zn<sup>2+</sup>:H<sup>+</sup> symporter,ECK1339,"zntB,ydaN,b1342,ECK1339",G6674,,,,
racR,b1356,1419765,1420241,Rac prophage; DNA-binding transcriptional repressor RacR,ECK1354,"racR,rarC,ydaR,b1356,ECK1354",G6680,,,"rzpR,ydaW,ydaV,ydaU,ydaT,ydaS","b1362,b1361,b1360,b1359,b1358,b1357"
aroH,b1704,1788435,1789481,"3-deoxy-7-phosphoheptulonate synthase, Trp-sensitive",ECK1702,"aroH,b1704,ECK1702",EG10080,,,,
mobA,b3857,4041415,4041999,molybdenum cofactor guanylyltransferase,ECK3849,"mobA,chlB,mob,narB,b3857,ECK3849",EG11829,,,,
suhB,b2533,2663442,2664245,Nus factor SuhB,ECK2530,"suhB,ssyA,b2533,ECK2530",EG10983,,,,
wzxE,b3792,3976278,3977528,lipid III<sub>ECA</sub> flippase,ECK3784,"wzxE,wzx,yifJ,b3792,ECK3784",EG11486,,,,
phnK,b4097,4318006,4318764,carbon-phosphorus lyase subunit PhnK,ECK4090,"phnK,b4097,ECK4090",EG10720,,,,
trpE,b1264,1321384,1322946,anthranilate synthase subunit TrpE,ECK1258,"trpE,anth,tryD,tryp-4,b1264,ECK1258",EG11028,,,,
moaD,b0784,819048,819293,"MoaD-S,molybdopterin synthase sulfur carrier subunit",ECK0773,"moaD,chlA4,chlM,b0784,ECK0773",EG11597,,,,
yadV,b0140,155461,156201,putative fimbrial chaperone YadV,ECK0139,"yadV,ecpD,b0140,ECK0139",EG11973,,,,
rpsH,b3306,3446153,3446545,30S ribosomal subunit protein S8,ECK3293,"rpsH,b3306,ECK3293",EG10907,,,"rpmJ,secY,rplO,rpmD,rpsE,rplR,rplF,rpsH,rpsN,rplE,rplX,rplN","b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310"
pqiA,b0950,1012001,1013254,intermembrane transport protein PqiA,ECK0941,"pqiA,pqi5,pqi5A,b0950,ECK0941",G6490,,,,
ymfH,b1142,1201069,1201380,e14 prophage; putative protein YmfH,ECK1128,"ymfH,b1142,ECK1128",G6586,,,,
