"","ACCID","DB","Feature","Start","End","misc1","Strand","misc2","Notes","gene_synonym","locus_tag","GeneID","Parent","ID","gbkey","gene_biotype","gene","product","ECKnb"
"810","NC_000913.3","RefSeq","gene",841796,842056,".","-",".","ID=gene-b0806;Dbxref=ASAP:ABE-0002753,ECOCYC:G6415,GeneID:947523;Name=mcbA;gbkey=Gene;gene=mcbA;gene_biotype=protein_coding;gene_synonym=ECK0795,ybiM;locus_tag=b0806","ECK0795,ybiM","b0806","947523",NA,"gene-b0806","Gene","protein_coding","mcbA","DUF1471 domain-containing protein McbA","ECK0795"
"811","NC_000913.3","RefSeq","gene",842332,843258,".","+",".","ID=gene-b0807;Dbxref=ASAP:ABE-0002757,ECOCYC:G6416,GeneID:944938;Name=rlmF;gbkey=Gene;gene=rlmF;gene_biotype=protein_coding;gene_synonym=ECK0796,ybiN;locus_tag=b0807","ECK0796,ybiN","b0807","944938",NA,"gene-b0807","Gene","protein_coding","rlmF","23S rRNA m(6)A1618 methyltransferase","ECK0796"
"812","NC_000913.3","RefSeq","gene",843255,845480,".","-",".","ID=gene-b0808;Dbxref=ASAP:ABE-0002760,ECOCYC:G6417,GeneID:945935;Name=ybiO;gbkey=Gene;gene=ybiO;gene_biotype=protein_coding;gene_synonym=ECK0797;locus_tag=b0808","ECK0797","b0808","945935",NA,"gene-b0808","Gene","protein_coding","ybiO","moderate conductance mechanosensitive channel YbiO","ECK0797"
"813","NC_000913.3","RefSeq","gene",845741,846463,".","-",".","ID=gene-b0809;Dbxref=ASAP:ABE-0002764,ECOCYC:EG10389,GeneID:945435;Name=glnQ;gbkey=Gene;gene=glnQ;gene_biotype=protein_coding;gene_synonym=ECK0798;locus_tag=b0809","ECK0798","b0809","945435",NA,"gene-b0809","Gene","protein_coding","glnQ","L-glutamine ABC transporter ATP binding subunit","ECK0798"
"814","NC_000913.3","RefSeq","gene",846460,847119,".","-",".","ID=gene-b0810;Dbxref=ASAP:ABE-0002766,ECOCYC:EG10388,GeneID:945621;Name=glnP;gbkey=Gene;gene=glnP;gene_biotype=protein_coding;gene_synonym=ECK0799;locus_tag=b0810","ECK0799","b0810","945621",NA,"gene-b0810","Gene","protein_coding","glnP","L-glutamine ABC transporter membrane subunit","ECK0799"
"815","NC_000913.3","RefSeq","gene",847258,848004,".","-",".","ID=gene-b0811;Dbxref=ASAP:ABE-0002771,ECOCYC:EG10386,GeneID:944872;Name=glnH;gbkey=Gene;gene=glnH;gene_biotype=protein_coding;gene_synonym=ECK0800;locus_tag=b0811","ECK0800","b0811","944872",NA,"gene-b0811","Gene","protein_coding","glnH","L-glutamine ABC transporter periplasmic binding protein","ECK0800"
"816","NC_000913.3","RefSeq","gene",848408,848911,".","-",".","ID=gene-b0812;Dbxref=ASAP:ABE-0002776,ECOCYC:EG11415,GeneID:945101;Name=dps;gbkey=Gene;gene=dps;gene_biotype=protein_coding;gene_synonym=ECK0801,pexB,vtm;locus_tag=b0812","ECK0801,pexB,vtm","b0812","945101",NA,"gene-b0812","Gene","protein_coding","dps","DNA protection during starvation protein","ECK0801"
"817","NC_000913.3","RefSeq","gene",849210,850097,".","-",".","ID=gene-b0813;Dbxref=ASAP:ABE-0002779,ECOCYC:EG12134,GeneID:947045;Name=rhtA;gbkey=Gene;gene=rhtA;gene_biotype=protein_coding;gene_synonym=ECK0802,ybiF;locus_tag=b0813","ECK0802,ybiF","b0813","947045",NA,"gene-b0813","Gene","protein_coding","rhtA","L-threonine/L-homoserine exporter","ECK0802"
"818","NC_000913.3","RefSeq","gene",850332,850397,".","+",".","ID=gene-b4736;Dbxref=ECOCYC:G0-16731,GeneID:38094946;Name=yliM;gbkey=Gene;gene=yliM;gene_biotype=protein_coding;gene_synonym=ECK4593;locus_tag=b4736","ECK4593","b4736","38094946",NA,"gene-b4736","Gene","protein_coding","yliM","protein YliM","ECK4593"
"819","NC_000913.3","RefSeq","gene",850450,850965,".","+",".","ID=gene-b0814;Dbxref=ASAP:ABE-0002784,ECOCYC:EG12117,GeneID:944967;Name=ompX;gbkey=Gene;gene=ompX;gene_biotype=protein_coding;gene_synonym=ECK0803,ompP,ybiG;locus_tag=b0814","ECK0803,ompP,ybiG","b0814","944967",NA,"gene-b0814","Gene","protein_coding","ompX","outer membrane protein X","ECK0803"
"820","NC_000913.3","RefSeq","gene",851014,852597,".","-",".","ID=gene-b0815;Dbxref=ASAP:ABE-0002786,ECOCYC:G6418,GeneID:945360;Name=opgE;gbkey=Gene;gene=opgE;gene_biotype=protein_coding;gene_synonym=ECK0804,ybiP;locus_tag=b0815","ECK0804,ybiP","b0815","945360",NA,"gene-b0815","Gene","protein_coding","opgE","phosphoethanolamine transferase OpgE","ECK0804"
"821","NC_000913.3","RefSeq","gene",852725,853064,".","-",".","ID=gene-b4416;Dbxref=ASAP:ABE-0047240,ECOCYC:G0-8881,GeneID:2847681;Name=rybA;gbkey=Gene;gene=rybA;gene_biotype=ncRNA;gene_synonym=ECK0806;locus_tag=b4416","ECK0806","b4416","2847681",NA,"gene-b4416","Gene","ncRNA","rybA","small RNA RybA","ECK0806"
"822","NC_000913.3","RefSeq","gene",852869,852997,".","-",".","ID=gene-b4705;Dbxref=ECOCYC:G0-10715,GeneID:14678509;Name=mntS;gbkey=Gene;gene=mntS;gene_biotype=protein_coding;gene_synonym=ECK4517,G0-8881;locus_tag=b4705","ECK4517,G0-8881","b4705","14678509",NA,"gene-b4705","Gene","protein_coding","mntS","small protein MntS","ECK4517"
"823","NC_000913.3","RefSeq","gene",853183,853650,".","+",".","ID=gene-b0817;Dbxref=ASAP:ABE-0002793,ECOCYC:G6420,GeneID:945437;Name=mntR;gbkey=Gene;gene=mntR;gene_biotype=protein_coding;gene_synonym=ECK0807,ybiQ;locus_tag=b0817","ECK0807,ybiQ","b0817","945437",NA,"gene-b0817","Gene","protein_coding","mntR","DNA-binding transcriptional dual regulator MntR","ECK0807"
"824","NC_000913.3","RefSeq","gene",853647,854765,".","+",".","ID=gene-b0818;Dbxref=ASAP:ABE-0002795,ECOCYC:G6421,GeneID:945438;Name=ybiR;gbkey=Gene;gene=ybiR;gene_biotype=protein_coding;gene_synonym=ECK0808;locus_tag=b0818","ECK0808","b0818","945438",NA,"gene-b0818","Gene","protein_coding","ybiR","putative transporter YbiR","ECK0808"
"825","NC_000913.3","RefSeq","gene",854824,855744,".","-",".","ID=gene-b0819;Dbxref=ASAP:ABE-0002797,ECOCYC:G6422,GeneID:945441;Name=ldtB;gbkey=Gene;gene=ldtB;gene_biotype=protein_coding;gene_synonym=ECK0809,ybiS;locus_tag=b0819","ECK0809,ybiS","b0819","945441",NA,"gene-b0819","Gene","protein_coding","ldtB","L%2CD-transpeptidase LdtB","ECK0809"
"826","NC_000913.3","RefSeq","gene",855963,857555,".","+",".","ID=gene-b0820;Dbxref=ASAP:ABE-0002801,ECOCYC:G6423,GeneID:945440;Name=ybiT;gbkey=Gene;gene=ybiT;gene_biotype=protein_coding;gene_synonym=ECK0810;locus_tag=b0820","ECK0810","b0820","945440",NA,"gene-b0820","Gene","protein_coding","ybiT","putative ATP-binding protein YbiT","ECK0810"
"827","NC_000913.3","RefSeq","gene",857796,859061,".","-",".","ID=gene-b0821;Dbxref=ASAP:ABE-0002804,ECOCYC:G6424,GeneID:945439;Name=ybiU;gbkey=Gene;gene=ybiU;gene_biotype=protein_coding;gene_synonym=ECK0811;locus_tag=b0821","ECK0811","b0821","945439",NA,"gene-b0821","Gene","protein_coding","ybiU","DUF1479 domain-containing protein YbiU","ECK0811"
"828","NC_000913.3","RefSeq","gene",859213,860028,".","-",".","ID=gene-b0822;Dbxref=ASAP:ABE-0002807,ECOCYC:G6425,GeneID:945432;Name=ybiV;gbkey=Gene;gene=ybiV;gene_biotype=protein_coding;gene_synonym=ECK0812;locus_tag=b0822","ECK0812","b0822","945432",NA,"gene-b0822","Gene","protein_coding","ybiV","sugar phosphatase YbiV","ECK0812"
"829","NC_000913.3","RefSeq","gene",860174,862606,".","-",".","ID=gene-b0823;Dbxref=ASAP:ABE-0002810,ECOCYC:G6426,GeneID:945444;Name=ybiW;gbkey=Gene;gene=ybiW;gene_biotype=protein_coding;gene_synonym=ECK0813,pflF;locus_tag=b0823","ECK0813,pflF","b0823","945444",NA,"gene-b0823","Gene","protein_coding","ybiW","putative pyruvate formate lyase","ECK0813"
"830","NC_000913.3","RefSeq","gene",862612,863511,".","-",".","ID=gene-b0824;Dbxref=ASAP:ABE-0002812,ECOCYC:G6427,GeneID:945445;Name=ybiY;gbkey=Gene;gene=ybiY;gene_biotype=protein_coding;gene_synonym=ECK0814,pflE;locus_tag=b0824","ECK0814,pflE","b0824","945445",NA,"gene-b0824","Gene","protein_coding","ybiY","putative pyruvate formate-lyase activating enzyme YbiY","ECK0814"
"831","NC_000913.3","RefSeq","gene",863642,864304,".","+",".","ID=gene-b0825;Dbxref=ASAP:ABE-0002818,ECOCYC:G6428,GeneID:945449;Name=fsaA;gbkey=Gene;gene=fsaA;gene_biotype=protein_coding;gene_synonym=ECK0815,fsa,mipB,ybiZ;locus_tag=b0825","ECK0815,fsa,mipB,ybiZ","b0825","945449",NA,"gene-b0825","Gene","protein_coding","fsaA","fructose-6-phosphate aldolase 1","ECK0815"
"832","NC_000913.3","RefSeq","gene",864380,865129,".","-",".","ID=gene-b0826;Dbxref=ASAP:ABE-0002820,ECOCYC:EG10154,GeneID:945452;Name=moeB;gbkey=Gene;gene=moeB;gene_biotype=protein_coding;gene_synonym=chlN,ECK0816;locus_tag=b0826","chlN,ECK0816","b0826","945452",NA,"gene-b0826","Gene","protein_coding","moeB","molybdopterin-synthase adenylyltransferase","ECK0816"
"833","NC_000913.3","RefSeq","gene",865129,866364,".","-",".","ID=gene-b0827;Dbxref=ASAP:ABE-0002823,ECOCYC:EG10153,GeneID:945454;Name=moeA;gbkey=Gene;gene=moeA;gene_biotype=protein_coding;gene_synonym=bisB,chlE,ECK0817,narE;locus_tag=b0827","bisB,chlE,ECK0817,narE","b0827","945454",NA,"gene-b0827","Gene","protein_coding","moeA","molybdopterin molybdotransferase","ECK0817"
"834","NC_000913.3","RefSeq","gene",866568,867533,".","+",".","ID=gene-b0828;Dbxref=ASAP:ABE-0002828,ECOCYC:EG12407,GeneID:945456;Name=iaaA;gbkey=Gene;gene=iaaA;gene_biotype=protein_coding;gene_synonym=ECK0818,spt,ybiK;locus_tag=b0828","ECK0818,spt,ybiK","b0828","945456",NA,"gene-b0828","Gene","protein_coding","iaaA","isoaspartyl dipeptidase proenzyme","ECK0818"
"835","NC_000913.3","RefSeq","gene",867520,869391,".","+",".","ID=gene-b0829;Dbxref=ASAP:ABE-0002830,ECOCYC:G6429,GeneID:945457;Name=gsiA;gbkey=Gene;gene=gsiA;gene_biotype=protein_coding;gene_synonym=ECK0819,yliA;locus_tag=b0829","ECK0819,yliA","b0829","945457",NA,"gene-b0829","Gene","protein_coding","gsiA","glutathione ABC transporter ATP binding subunit GsiA","ECK0819"
"836","NC_000913.3","RefSeq","gene",869411,870949,".","+",".","ID=gene-b0830;Dbxref=ASAP:ABE-0002832,ECOCYC:G6430,GeneID:945459;Name=gsiB;gbkey=Gene;gene=gsiB;gene_biotype=protein_coding;gene_synonym=ECK0820,yliB;locus_tag=b0830","ECK0820,yliB","b0830","945459",NA,"gene-b0830","Gene","protein_coding","gsiB","glutathione ABC transporter periplasmic binding protein","ECK0820"
"837","NC_000913.3","RefSeq","gene",870967,871887,".","+",".","ID=gene-b0831;Dbxref=ASAP:ABE-0002834,ECOCYC:G6431,GeneID:945460;Name=gsiC;gbkey=Gene;gene=gsiC;gene_biotype=protein_coding;gene_synonym=ECK0821,yliC;locus_tag=b0831","ECK0821,yliC","b0831","945460",NA,"gene-b0831","Gene","protein_coding","gsiC","glutathione ABC transporter membrane subunit GsiC","ECK0821"
"838","NC_000913.3","RefSeq","gene",871890,872801,".","+",".","ID=gene-b0832;Dbxref=ASAP:ABE-0002836,ECOCYC:G6432,GeneID:945461;Name=gsiD;gbkey=Gene;gene=gsiD;gene_biotype=protein_coding;gene_synonym=ECK0822,yliD;locus_tag=b0832","ECK0822,yliD","b0832","945461",NA,"gene-b0832","Gene","protein_coding","gsiD","glutathione ABC transporter membrane subunit GsiD","ECK0822"
"839","NC_000913.3","RefSeq","gene",872979,875327,".","+",".","ID=gene-b0833;Dbxref=ASAP:ABE-0002839,ECOCYC:G6433,GeneID:945462;Name=pdeI;gbkey=Gene;gene=pdeI;gene_biotype=protein_coding;gene_synonym=ECK0823,yliE;locus_tag=b0833","ECK0823,yliE","b0833","945462",NA,"gene-b0833","Gene","protein_coding","pdeI","putative c-di-GMP phosphodiesterase PdeI","ECK0823"
"840","NC_000913.3","RefSeq","gene",875335,876663,".","+",".","ID=gene-b0834;Dbxref=ASAP:ABE-0002841,ECOCYC:G6434,GeneID:945463;Name=dgcI;gbkey=Gene;gene=dgcI;gene_biotype=protein_coding;gene_synonym=ECK0824,yliF;locus_tag=b0834","ECK0824,yliF","b0834","945463",NA,"gene-b0834","Gene","protein_coding","dgcI","putative diguanylate cyclase DgcI","ECK0824"
"841","NC_000913.3","RefSeq","gene",876710,878035,".","-",".","ID=gene-b0835;Dbxref=ASAP:ABE-0002843,ECOCYC:G6435,GeneID:945465;Name=rimO;gbkey=Gene;gene=rimO;gene_biotype=protein_coding;gene_synonym=ECK0825,yliG;locus_tag=b0835","ECK0825,yliG","b0835","945465",NA,"gene-b0835","Gene","protein_coding","rimO","ribosomal protein S12 methylthiotransferase RimO","ECK0825"
"842","NC_000913.3","RefSeq","gene",878248,878631,".","+",".","ID=gene-b0836;Dbxref=ASAP:ABE-0002849,ECOCYC:G6436,GeneID:945466;Name=bssR;gbkey=Gene;gene=bssR;gene_biotype=protein_coding;gene_synonym=ECK0826,yliH;locus_tag=b0836","ECK0826,yliH","b0836","945466",NA,"gene-b0836","Gene","protein_coding","bssR","regulator of biofilm formation","ECK0826"
"843","NC_000913.3","RefSeq","gene",878742,879857,".","+",".","ID=gene-b0837;Dbxref=ASAP:ABE-0002852,ECOCYC:G6437,GeneID:945467;Name=yliI;gbkey=Gene;gene=yliI;gene_biotype=protein_coding;gene_synonym=ECK0827;locus_tag=b0837","ECK0827","b0837","945467",NA,"gene-b0837","Gene","protein_coding","yliI","aldose sugar dehydrogenase YliI","ECK0827"
"844","NC_000913.3","RefSeq","gene",879854,880480,".","-",".","ID=gene-b0838;Dbxref=ASAP:ABE-0002855,ECOCYC:G6438,GeneID:945469;Name=gstB;gbkey=Gene;gene=gstB;gene_biotype=protein_coding;gene_synonym=ECK0828,yliJ;locus_tag=b0838","ECK0828,yliJ","b0838","945469",NA,"gene-b0838","Gene","protein_coding","gstB","glutathione S-transferase GstB","ECK0828"
"845","NC_000913.3","RefSeq","gene",880727,881929,".","+",".","ID=gene-b0839;Dbxref=ASAP:ABE-0002860,ECOCYC:EG10203,GeneID:945455;Name=dacC;gbkey=Gene;gene=dacC;gene_biotype=protein_coding;gene_synonym=ECK0829;locus_tag=b0839","ECK0829","b0839","945455",NA,"gene-b0839","Gene","protein_coding","dacC","D-alanyl-D-alanine carboxypeptidase DacC","ECK0829"
"846","NC_000913.3","RefSeq","gene",881976,882734,".","-",".","ID=gene-b0840;Dbxref=ASAP:ABE-0002862,ECOCYC:EG10223,GeneID:945453;Name=deoR;gbkey=Gene;gene=deoR;gene_biotype=protein_coding;gene_synonym=ECK0830,nucR;locus_tag=b0840","ECK0830,nucR","b0840","945453",NA,"gene-b0840","Gene","protein_coding","deoR","DNA-binding transcriptional repressor DeoR","ECK0830"
"847","NC_000913.3","RefSeq","gene",882792,883388,".","-",".","ID=gene-b0841;Dbxref=ASAP:ABE-0002865,ECOCYC:G6439,GeneID:945450;Name=ybjG;gbkey=Gene;gene=ybjG;gene_biotype=protein_coding;gene_synonym=ECK0831;locus_tag=b0841","ECK0831","b0841","945450",NA,"gene-b0841","Gene","protein_coding","ybjG","undecaprenyl pyrophosphate phosphatase","ECK0831"
"848","NC_000913.3","RefSeq","gene",883673,884905,".","+",".","ID=gene-b0842;Dbxref=ASAP:ABE-0002871,ECOCYC:G6440,GeneID:945448;Name=mdfA;gbkey=Gene;gene=mdfA;gene_biotype=protein_coding;gene_synonym=cmlA,cmr,ECK0832;locus_tag=b0842","cmlA,cmr,ECK0832","b0842","945448",NA,"gene-b0842","Gene","protein_coding","mdfA","multidrug efflux pump MdfA/Na(+):H(+) antiporter/K(+):H(+) antiporter","ECK0832"
"849","NC_000913.3","RefSeq","gene",884946,885230,".","-",".","ID=gene-b0843;Dbxref=ASAP:ABE-0002873,ECOCYC:G6441,GeneID:945447;Name=ybjH;gbkey=Gene;gene=ybjH;gene_biotype=protein_coding;gene_synonym=ECK0833;locus_tag=b0843","ECK0833","b0843","945447",NA,"gene-b0843","Gene","protein_coding","ybjH","uncharacterized protein YbjH","ECK0833"
"850","NC_000913.3","RefSeq","gene",885316,886131,".","-",".","ID=gene-b0844;Dbxref=ASAP:ABE-0002877,ECOCYC:G6442,GeneID:945470;Name=ybjI;gbkey=Gene;gene=ybjI;gene_biotype=protein_coding;gene_synonym=ECK0834;locus_tag=b0844","ECK0834","b0844","945470",NA,"gene-b0844","Gene","protein_coding","ybjI","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase","ECK0834"
"851","NC_000913.3","RefSeq","gene",886131,887339,".","-",".","ID=gene-b0845;Dbxref=ASAP:ABE-0002880,ECOCYC:G6443,GeneID:945471;Name=ybjJ;gbkey=Gene;gene=ybjJ;gene_biotype=protein_coding;gene_synonym=ECK0835;locus_tag=b0845","ECK0835","b0845","945471",NA,"gene-b0845","Gene","protein_coding","ybjJ","inner membrane protein YbjJ","ECK0835"
"852","NC_000913.3","RefSeq","gene",887423,887959,".","+",".","ID=gene-b0846;Dbxref=ASAP:ABE-0002885,ECOCYC:G6444,GeneID:945473;Name=rcdA;gbkey=Gene;gene=rcdA;gene_biotype=protein_coding;gene_synonym=ECK0836,ybjK;locus_tag=b0846","ECK0836,ybjK","b0846","945473",NA,"gene-b0846","Gene","protein_coding","rcdA","RcdA","ECK0836"
"853","NC_000913.3","RefSeq","gene",887979,888057,".","-",".","ID=gene-b4417;Dbxref=ASAP:ABE-0047241,ECOCYC:G0-8880,GeneID:2847774;Name=rybB;gbkey=Gene;gene=rybB;gene_biotype=ncRNA;gene_synonym=ECK0837,p25;locus_tag=b4417","ECK0837,p25","b4417","2847774",NA,"gene-b4417","Gene","ncRNA","rybB","small regulatory RNA RybB","ECK0837"
"854","NC_000913.3","RefSeq","gene",888134,889819,".","-",".","ID=gene-b0847;Dbxref=ASAP:ABE-0002887,ECOCYC:G6445,GeneID:945474;Name=ybjL;gbkey=Gene;gene=ybjL;gene_biotype=protein_coding;gene_synonym=ECK0838;locus_tag=b0847","ECK0838","b0847","945474",NA,"gene-b0847","Gene","protein_coding","ybjL","putative transport protein YbjL","ECK0838"
"855","NC_000913.3","RefSeq","gene",890089,890466,".","+",".","ID=gene-b0848;Dbxref=ASAP:ABE-0002891,ECOCYC:G6446,GeneID:945477;Name=ybjM;gbkey=Gene;gene=ybjM;gene_biotype=protein_coding;gene_synonym=ECK0839;locus_tag=b0848","ECK0839","b0848","945477",NA,"gene-b0848","Gene","protein_coding","ybjM","putative inner membrane protein","ECK0839"
"856","NC_000913.3","RefSeq","gene",890496,890753,".","-",".","ID=gene-b0849;Dbxref=ASAP:ABE-0002893,ECOCYC:EG10417,GeneID:945479;Name=grxA;gbkey=Gene;gene=grxA;gene_biotype=protein_coding;gene_synonym=ECK0840,grx;locus_tag=b0849","ECK0840,grx","b0849","945479",NA,"gene-b0849","Gene","protein_coding","grxA","reduced glutaredoxin 1","ECK0840"
"857","NC_000913.3","RefSeq","gene",890913,891200,".","+",".","ID=gene-b0850;Dbxref=ASAP:ABE-0002898,ECOCYC:EG12842,GeneID:945481;Name=ybjC;gbkey=Gene;gene=ybjC;gene_biotype=protein_coding;gene_synonym=ECK0841;locus_tag=b0850","ECK0841","b0850","945481",NA,"gene-b0850","Gene","protein_coding","ybjC","DUF1418 domain-containing protein YbjC","ECK0841"
"858","NC_000913.3","RefSeq","gene",891184,891906,".","+",".","ID=gene-b0851;Dbxref=ASAP:ABE-0002900,ECOCYC:EG11261,GeneID:945483;Name=nfsA;gbkey=Gene;gene=nfsA;gene_biotype=protein_coding;gene_synonym=ECK0842,mda18,mdaA,ybjB;locus_tag=b0851","ECK0842,mda18,mdaA,ybjB","b0851","945483",NA,"gene-b0851","Gene","protein_coding","nfsA","NADPH-dependent nitro/quinone reductase NfsA","ECK0842"
"859","NC_000913.3","RefSeq","gene",891967,892869,".","+",".","ID=gene-b0852;Dbxref=ASAP:ABE-0002903,ECOCYC:EG10852,GeneID:945484;Name=rimK;gbkey=Gene;gene=rimK;gene_biotype=protein_coding;gene_synonym=ECK0843,nek;locus_tag=b0852","ECK0843,nek","b0852","945484",NA,"gene-b0852","Gene","protein_coding","rimK","ribosomal protein S6 modification protein","ECK0843"
"860","NC_000913.3","RefSeq","gene",892957,893433,".","+",".","ID=gene-b0853;Dbxref=ASAP:ABE-0002910,ECOCYC:G6447,GeneID:945482;Name=ybjN;gbkey=Gene;gene=ybjN;gene_biotype=protein_coding;gene_synonym=ECK0844;locus_tag=b0853","ECK0844","b0853","945482",NA,"gene-b0853","Gene","protein_coding","ybjN","protein YbjN","ECK0844"
"861","NC_000913.3","RefSeq","gene",893784,894896,".","+",".","ID=gene-b0854;Dbxref=ASAP:ABE-0002913,ECOCYC:EG11629,GeneID:945480;Name=potF;gbkey=Gene;gene=potF;gene_biotype=protein_coding;gene_synonym=ECK0845;locus_tag=b0854","ECK0845","b0854","945480",NA,"gene-b0854","Gene","protein_coding","potF","putrescine ABC transporter periplasmic binding protein","ECK0845"
"862","NC_000913.3","RefSeq","gene",894991,896124,".","+",".","ID=gene-b0855;Dbxref=ASAP:ABE-0002915,ECOCYC:EG11630,GeneID:945476;Name=potG;gbkey=Gene;gene=potG;gene_biotype=protein_coding;gene_synonym=ECK0846;locus_tag=b0855","ECK0846","b0855","945476",NA,"gene-b0855","Gene","protein_coding","potG","putrescine ABC transporter ATP binding subunit","ECK0846"
"863","NC_000913.3","RefSeq","gene",896134,897087,".","+",".","ID=gene-b0856;Dbxref=ASAP:ABE-0002917,ECOCYC:EG11631,GeneID:945475;Name=potH;gbkey=Gene;gene=potH;gene_biotype=protein_coding;gene_synonym=ECK0847;locus_tag=b0856","ECK0847","b0856","945475",NA,"gene-b0856","Gene","protein_coding","potH","putrescine ABC transporter membrane subunit PotH","ECK0847"
"864","NC_000913.3","RefSeq","gene",897084,897929,".","+",".","ID=gene-b0857;Dbxref=ASAP:ABE-0002919,ECOCYC:EG11632,GeneID:945485;Name=potI;gbkey=Gene;gene=potI;gene_biotype=protein_coding;gene_synonym=ECK0848;locus_tag=b0857","ECK0848","b0857","945485",NA,"gene-b0857","Gene","protein_coding","potI","putrescine ABC transporter membrane subunit PotI","ECK0848"
"865","NC_000913.3","RefSeq","gene",897989,898477,".","+",".","ID=gene-b0858;Dbxref=ASAP:ABE-0002922,ECOCYC:G6448,GeneID:945488;Name=ybjO;gbkey=Gene;gene=ybjO;gene_biotype=protein_coding;gene_synonym=ECK0849;locus_tag=b0858","ECK0849","b0858","945488",NA,"gene-b0858","Gene","protein_coding","ybjO","putative inner membrane protein","ECK0849"
"866","NC_000913.3","RefSeq","gene",898518,899645,".","+",".","ID=gene-b0859;Dbxref=ASAP:ABE-0002924,ECOCYC:G6449,GeneID:947260;Name=rlmC;gbkey=Gene;gene=rlmC;gene_biotype=protein_coding;gene_synonym=ECK0850,rumB,ybjF;locus_tag=b0859","ECK0850,rumB,ybjF","b0859","947260",NA,"gene-b0859","Gene","protein_coding","rlmC","23S rRNA m(5)U747 methyltransferase","ECK0850"
"867","NC_000913.3","RefSeq","gene",899844,900575,".","-",".","ID=gene-b0860;Dbxref=ASAP:ABE-0002927,ECOCYC:EG11628,GeneID:948981;Name=artJ;gbkey=Gene;gene=artJ;gene_biotype=protein_coding;gene_synonym=ECK0851;locus_tag=b0860","ECK0851","b0860","948981",NA,"gene-b0860","Gene","protein_coding","artJ","L-arginine ABC transporter periplasmic binding protein","ECK0851"
"868","NC_000913.3","RefSeq","gene",900866,901534,".","-",".","ID=gene-b0861;Dbxref=ASAP:ABE-0002931,ECOCYC:EG11627,GeneID:949066;Name=artM;gbkey=Gene;gene=artM;gene_biotype=protein_coding;gene_synonym=ECK0852;locus_tag=b0861","ECK0852","b0861","949066",NA,"gene-b0861","Gene","protein_coding","artM","L-arginine ABC transporter membrane subunit ArtM","ECK0852"
"869","NC_000913.3","RefSeq","gene",901534,902250,".","-",".","ID=gene-b0862;Dbxref=ASAP:ABE-0002933,ECOCYC:EG11626,GeneID:949046;Name=artQ;gbkey=Gene;gene=artQ;gene_biotype=protein_coding;gene_synonym=ECK0853;locus_tag=b0862","ECK0853","b0862","949046",NA,"gene-b0862","Gene","protein_coding","artQ","L-arginine ABC transporter membrane subunit ArtQ","ECK0853"
"870","NC_000913.3","RefSeq","gene",902257,902988,".","-",".","ID=gene-b0863;Dbxref=ASAP:ABE-0002937,ECOCYC:EG11625,GeneID:948988;Name=artI;gbkey=Gene;gene=artI;gene_biotype=protein_coding;gene_synonym=ECK0854;locus_tag=b0863","ECK0854","b0863","948988",NA,"gene-b0863","Gene","protein_coding","artI","putative ABC transporter periplasmic binding protein ArtI","ECK0854"
"871","NC_000913.3","RefSeq","gene",903006,903734,".","-",".","ID=gene-b0864;Dbxref=ASAP:ABE-0002939,ECOCYC:EG11624,GeneID:945489;Name=artP;gbkey=Gene;gene=artP;gene_biotype=protein_coding;gene_synonym=ECK0855;locus_tag=b0864","ECK0855","b0864","945489",NA,"gene-b0864","Gene","protein_coding","artP","L-arginine ABC transporter ATP binding subunit","ECK0855"
