Regulator	Regulated	Effect	Evidence	Strength
Sigma70	proV	+	[TIM]	Strong
Sigma70	proW	+	[TIM]	Strong
Sigma70	proX	+	[TIM]	Strong
Sigma70	prpR	+	[HIPP]	Weak
Sigma70	prs	+	[TIM]	Strong
Sigma70	psiE	+	[HIPP, TIM]	Weak
Sigma70	psiF	+	[HIPP, IMP, MSI, NTAS]	Weak
Sigma70	pspF	+	[HIPP, TIM]	Weak
Sigma70	pssA	+	[HIPP, HTTIM, ICWHO, IMP, RS-EPT-CBR]	Weak
Sigma70	pstB	+	[HIPP]	Weak
Sigma70	pta	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	pth	+	[HIPP, TIM]	Weak
Sigma70	ptrA	+	[TIM]	Strong
Sigma70	ptsG	+	[HIPP, TIM]	Weak
Sigma70	ptsH	+	[TIM]	Strong
Sigma70	ptsI	+	[TIM]	Strong
Sigma70	ptsN	+	[HIPP]	Weak
Sigma70	purA	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	purB	+	[TIM]	Strong
Sigma70	purC	+	[TIM]	Strong
Sigma70	purD	+	[TIM]	Strong
Sigma70	purE	+	[IMP, TIM]	Weak
Sigma70	purF	+	[HIPP, HTTIM, TIM]	Weak
Sigma70	purH	+	[TIM]	Strong
Sigma70	purK	+	[IMP, TIM]	Weak
Sigma70	purL	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	purM	+	[TIM]	Strong
Sigma70	purN	+	[TIM]	Strong
Sigma70	purR	+	[TIM]	Strong
Sigma70	purT	+	[AIBSPD, IC]	null
Sigma70	putA	+	[HIPP, TIM]	Weak
Sigma70	putP	+	[HIPP, TIM]	Weak
Sigma70	pykF	+	[HIPP]	Weak
Sigma70	pyrC	+	[HIPP, TIM]	Weak
Sigma70	pyrD	+	[TIM]	Strong
Sigma70	pyrF	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	pyrH	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	qseB	+	[TIM]	Strong
Sigma70	qseC	+	[TIM]	Strong
Sigma70	rapA	+	[AIPP, HIPP, TIM]	Weak
Sigma70	rapZ	+	[HIPP]	Weak
Sigma70	rarA	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	rbfA	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	rbsA	+	[TIM]	Strong
Sigma70	rbsB	+	[TIM]	Strong
Sigma70	rbsC	+	[TIM]	Strong
Sigma70	rbsD	+	[TIM]	Strong
Sigma70	rbsK	+	[TIM]	Strong
Sigma70	rbsR	+	[TIM]	Strong
Sigma70	rcnA	+	[TIM]	Strong
Sigma70	rcnB	+	[TIM]	Strong
Sigma70	rcnR	+	[TIM]	Strong
Sigma70	rcsA	+	[HIPP, TIM]	Weak
Sigma70	rcsB	+	[TIM]	Strong
Sigma70	rcsD	+	[TIM]	Strong
Sigma70	rdlD	+	[HIPP, TIM]	Weak
Sigma70	recA	+	[HIPP, TIM]	Weak
Sigma70	recB	+	[TIM]	Strong
Sigma70	recC	+	[HIPP, TIM]	Weak
Sigma70	recD	+	[TIM]	Strong
Sigma70	recF	+	[HIPP, TIM]	Weak
Sigma70	recG	+	[RS-EPT-CBR, TAS]	Strong
Sigma70	recN	+	[HIPP]	Weak
Sigma70	recO	+	[HIPP, TIM]	Weak
Sigma70	recQ	+	[IHBCE]	Weak
Sigma70	recX	+	[HIPP, TIM]	Weak
Sigma70	relA	+	[CV(SM/TIM), HTTIM, SM, TIM]	Confirmed
Sigma70	relB	+	[TIM]	Strong
Sigma70	relE	+	[TIM]	Strong
Sigma70	rep	+	[HIPP, TIM]	Weak
Sigma70	rfaD	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	rfe	+	[AIPP]	Weak
Sigma70	rffC	+	[AIPP]	Weak
Sigma70	rffG	+	[AIPP]	Weak
Sigma70	rffH	+	[AIPP]	Weak
Sigma70	rffM	+	[AIPP]	Weak
Sigma70	rhaA	+	[TIM]	Strong
Sigma70	rhaB	+	[TIM]	Strong
Sigma70	rhaD	+	[TIM]	Strong
Sigma70	rhaT	+	[HIPP, TIM]	Weak
Sigma70	ribA	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	ribD	+	[HIPP, RS-EPT-CBR]	Weak
Sigma70	ribE	+	[HIPP, RS-EPT-CBR]	Weak
Sigma70	ribF	+	[CV(FP/RS-EPT-CBR), CV(FP/TIM), FP, RS-EPT-CBR, TIM]	Confirmed
Sigma70	rihB	+	[HIPP, TIM]	Weak
Sigma70	rimK	+	[HIPP, IMP, TIM]	Weak
Sigma70	rimM	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	rimP	+	[HIPP, HTTIM, IEP, RS-EPT-CBR, TIM]	Weak
Sigma70	rirA	+	[HTTIM, TIM]	Strong
Sigma70	rlmE	+	[HIPP, TIM]	Weak
Sigma70	rluA	+	[AIPP, HIPP, TIM]	Weak
Sigma70	rnb	+	[HIPP, TIM]	Weak
Sigma70	rnc	+	[HIPP, TIM]	Weak
Sigma70	rnd	+	[TIM]	Strong
Sigma70	rne	+	[HIPP, TIM]	Weak
Sigma70	rnlA	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	rnlB	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	rnpB	+	[AIPP, IC]	Weak
Sigma70	rpe	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	rpiB	+	[HIPP, TIM]	Weak
Sigma70	rplB	+	[FP]	Strong
Sigma70	rplC	+	[FP]	Strong
Sigma70	rplD	+	[FP]	Strong
Sigma70	rplI	+	[HTTIM, RS-EPT-CBR]	Strong
Sigma70	rplM	+	[AIPP]	Weak
Sigma70	rplP	+	[FP]	Strong
Sigma70	rplQ	+	[HIPP, HTTIM, RS-EPT-CBR, TIM]	Weak
Sigma70	rplS	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	rplT	+	[AIPP, HTTIM, TIM]	Weak
Sigma70	rplU	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	rplV	+	[FP]	Strong
Sigma70	rplW	+	[FP]	Strong
Sigma70	rplY	+	[AIPP]	Weak
Sigma70	rpmA	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	rpmC	+	[FP]	Strong
Sigma70	rpmI	+	[AIPP, HTTIM, TIM]	Weak
Sigma70	rpoA	+	[HIPP, HTTIM, RS-EPT-CBR, TIM]	Weak
Sigma70	rpoD	+	[HIPP, HTTIM, IMP, RS-EPT-CBR, TIM]	Weak
Sigma70	rpoE	+	[TIM]	Strong
Sigma70	rpoH	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	rpoN	+	[HIPP]	Weak
Sigma70	rpoS	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	rpoZ	+	[RS-EPT-CBR, TAS]	Strong
Sigma70	rpsA	+	[HIPP, TIM]	Weak
Sigma70	rpsB	+	[HTTIM, RS-EPT-CBR, TIM]	Strong
Sigma70	rpsC	+	[FP]	Strong
Sigma70	rpsD	+	[HIPP, HTTIM, RS-EPT-CBR, TIM]	Weak
Sigma70	rpsF	+	[HTTIM, RS-EPT-CBR]	Strong
Sigma70	rpsI	+	[AIPP]	Weak
Sigma70	rpsJ	+	[FP]	Strong
Sigma70	rpsK	+	[HIPP, HTTIM, RS-EPT-CBR, TIM]	Weak
Sigma70	rpsM	+	[HIPP, HTTIM, RS-EPT-CBR, TIM]	Weak
Sigma70	rpsO	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	rpsP	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	rpsQ	+	[FP]	Strong
Sigma70	rpsR	+	[HTTIM, RS-EPT-CBR]	Strong
Sigma70	rpsS	+	[FP]	Strong
Sigma70	rpsU	+	[HIPP, HTTIM, IMP, RS-EPT-CBR, TIM]	Weak
Sigma70	rraA	+	[HIPP, TIM]	Weak
Sigma70	rraB	+	[HIPP, TIM]	Weak
Sigma70	rrfA	+	[HIPP, RS-EPT-CBR]	Weak
Sigma70	rrfB	+	[AIPP, TIM]	Weak
Sigma70	rrfC	+	[HIPP]	Weak
Sigma70	rrfD	+	[HIPP, TIM]	Weak
Sigma70	rrfE	+	[HIPP]	Weak
Sigma70	rrfF	+	[HIPP, TIM]	Weak
Sigma70	rrfG	+	[HIPP]	Weak
Sigma70	rrfH	+	[HIPP, HTTIM]	Weak
Sigma70	rrlA	+	[HIPP, RS-EPT-CBR]	Weak
Sigma70	rrlB	+	[AIPP, TIM]	Weak
Sigma70	rrlC	+	[HIPP]	Weak
Sigma70	rrlD	+	[HIPP, TIM]	Weak
Sigma70	rrlE	+	[HIPP]	Weak
Sigma70	rrlG	+	[HIPP]	Weak
Sigma70	rrlH	+	[HIPP, HTTIM]	Weak
Sigma70	rrsA	+	[HIPP, RS-EPT-CBR]	Weak
Sigma70	rrsB	+	[AIPP, TIM]	Weak
Sigma70	rrsC	+	[HIPP]	Weak
Sigma70	rrsD	+	[HIPP, TIM]	Weak
Sigma70	rrsE	+	[HIPP]	Weak
Sigma70	rrsG	+	[HIPP]	Weak
Sigma70	rrsH	+	[HIPP, HTTIM]	Weak
Sigma70	rsd	+	[HIPP, TIM]	Weak
Sigma70	rseA	+	[TIM]	Strong
Sigma70	rseB	+	[TIM]	Strong
Sigma70	rseC	+	[TIM]	Strong
Sigma70	rseD	+	[TIM]	Strong
Sigma70	rsmH	+	[HIPP, TIM]	Weak
Sigma70	rutR	+	[FP, HIPP]	Strong
Sigma70	ruvC	+	[HIPP]	Weak
Sigma70	rybA	+	[TIM]	Strong
Sigma70	rydC	+	[HIPP, TIM]	Weak
Sigma70	ryfD	+	[TIM]	Strong
Sigma70	ryhB	+	[HTTIM, ICWHO]	Strong
Sigma70	ryjB	+	[TIM]	Strong
Sigma70	safA	+	[HIPP, TIM]	Weak
Sigma70	sbcC	+	[HIPP]	Weak
Sigma70	sbcD	+	[HIPP]	Weak
Sigma70	sdhA	+	[GEA, HIPP, TIM]	Weak
Sigma70	sdhB	+	[GEA, HIPP, TIM]	Weak
Sigma70	sdhC	+	[GEA, HIPP, TIM]	Weak
Sigma70	sdhD	+	[GEA, HIPP, TIM]	Weak
Sigma70	sdhX	+	[GEA, HIPP, TIM]	Weak
Sigma70	sdiA	+	[ICWHO, TIM]	Weak
Sigma70	sdsN	+	[TIM]	Strong
Sigma70	secB	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	secG	+	[HIPP, TIM]	Weak
Sigma70	serA	+	[HIPP, IMP, TIM]	Weak
Sigma70	serC	+	[TIM]	Strong
Sigma70	serT	+	[HIPP, HTTIM]	Weak
Sigma70	serU	+	[HIPP]	Weak
Sigma70	serV	+	[HIPP]	Weak
Sigma70	serW	+	[HIPP, TIM]	Weak
Sigma70	serX	+	[HIPP]	Weak
Sigma70	sfsA	+	[HIPP]	Weak
Sigma70	sgbE	+	[IMP, TIM]	Weak
Sigma70	sgbH	+	[IMP, TIM]	Weak
Sigma70	sgbU	+	[IMP, TIM]	Weak
Sigma70	sgrR	+	[AIPP]	Weak
Sigma70	shiA	+	[HTTIM, RS-EPT-CBR, TIM]	Strong
Sigma70	shoB	+	[TIM]	Strong
Sigma70	sibA	+	[TIM]	Strong
Sigma70	sibB	+	[TIM]	Strong
Sigma70	sibD	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	sibE	+	[TIM]	Strong
Sigma70	slmA	+	[HIPP]	Weak
Sigma70	slp	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	sodA	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	sodB	+	[HTTIM, IMP, TIM]	Strong
Sigma70	sohB	+	[HIPP, RS-EPT-CBR]	Weak
Sigma70	sokB	+	[TIM]	Strong
Sigma70	soxR	+	[HIPP, TIM]	Weak
Sigma70	soxS	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	speA	+	[HIPP]	Weak
Sigma70	speB	+	[HIPP]	Weak
Sigma70	speD	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	speE	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	spf	+	[HTTIM, IMP, RS-EPT-CBR]	Strong
Sigma70	spoT	+	[RS-EPT-CBR, TAS]	Strong
Sigma70	spy	+	[HIPP, TIM]	Weak
Sigma70	sraG	+	[HIPP, IMP, TIM]	Weak
Sigma70	srkA	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	srlA	+	[TIM]	Strong
Sigma70	srlB	+	[TIM]	Strong
Sigma70	srlD	+	[TIM]	Strong
Sigma70	srlE	+	[TIM]	Strong
Sigma70	srlR	+	[TIM]	Strong
Sigma70	sroA	+	[AIPP]	Weak
Sigma70	sroC	+	[HIPP, IC]	Weak
Sigma70	sroD	+	[TIM]	Strong
Sigma70	ssb	+	[GEA, IMP, TIM]	Weak
Sigma70	ssnA	+	[TIM]	Strong
Sigma70	ssrA	+	[TIM]	Strong
Sigma70	ssrS	+	[HTTIM, RS-EPT-CBR, TIM]	Strong
Sigma70	ssuA	+	[HIPP, TIM]	Weak
Sigma70	ssuB	+	[HIPP, TIM]	Weak
Sigma70	ssuC	+	[HIPP, TIM]	Weak
Sigma70	ssuD	+	[HIPP, TIM]	Weak
Sigma70	ssuE	+	[HIPP, TIM]	Weak
Sigma70	stpA	+	[HIPP, TIM]	Weak
Sigma70	sucA	+	[GEA, HIPP, TIM]	Weak
Sigma70	sucB	+	[GEA, HIPP, TIM]	Weak
Sigma70	sucC	+	[GEA, HIPP, TIM]	Weak
Sigma70	sucD	+	[GEA, HIPP, TIM]	Weak
Sigma70	sufA	+	[HIPP, IMP, TIM]	Weak
Sigma70	sufB	+	[HIPP, IMP, TIM]	Weak
Sigma70	sufC	+	[HIPP, IMP, TIM]	Weak
Sigma70	sufD	+	[HIPP, IMP, TIM]	Weak
Sigma70	sufE	+	[HIPP, IMP, TIM]	Weak
Sigma70	sufS	+	[HIPP, IMP, TIM]	Weak
Sigma70	sulA	+	[CV(FP/TIM), FP, HIPP, HTTIM, TIM]	Confirmed
Sigma70	sutR	+	[TIM]	Strong
Sigma70	sxy	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	symE	+	[HIPP, TAS]	Weak
Sigma70	symR	+	[HIPP, TAS, TIM]	Weak
Sigma70	tatA	+	[ICWHO, RS-EPT-CBR]	Weak
Sigma70	tatB	+	[ICWHO, RS-EPT-CBR]	Weak
Sigma70	tatC	+	[ICWHO, RS-EPT-CBR]	Weak
Sigma70	tatD	+	[ICWHO, RS-EPT-CBR]	Weak
Sigma70	tcyJ	+	[GEA, RS-EPT-CBR, TIM]	Weak
Sigma70	tdh	+	[TIM]	Strong
Sigma70	tfaQ	+	[AIPP]	Weak
Sigma70	tff	+	[HTTIM, RS-EPT-CBR, TIM]	Strong
Sigma70	thiB	+	[AIPP]	Weak
Sigma70	thiL	+	[HIPP, RS-EPT-CBR]	Weak
Sigma70	thiP	+	[AIPP]	Weak
Sigma70	thiQ	+	[AIPP]	Weak
Sigma70	thrA	+	[IMP, RS-EPT-CBR, TIM]	Weak
Sigma70	thrB	+	[IMP, RS-EPT-CBR, TIM]	Weak
Sigma70	thrC	+	[IMP, RS-EPT-CBR, TIM]	Weak
Sigma70	thrL	+	[IMP, RS-EPT-CBR, TIM]	Weak
Sigma70	thrT	+	[HIPP, IMP]	Weak
Sigma70	thrU	+	[HIPP, IMP]	Weak
Sigma70	thrV	+	[HIPP, TIM]	Weak
Sigma70	thrW	+	[HIPP]	Weak
Sigma70	thyA	+	[TIM]	Strong
Sigma70	tnaA	+	[GEA, IMP, RS-EPT-CBR, TIM]	Weak
Sigma70	tnaB	+	[GEA, IMP, RS-EPT-CBR, TIM]	Weak
Sigma70	tnaC	+	[GEA, IMP, RS-EPT-CBR, TIM]	Weak
Sigma70	tomB	+	[HIPP, TIM]	Weak
Sigma70	tonB	+	[TIM]	Strong
Sigma70	topA	+	[AIPP, HIPP, IMP, RS-EPT-CBR, TIM]	Weak
Sigma70	torA	+	[HIPP, TIM]	Weak
Sigma70	torC	+	[HIPP, TIM]	Weak
Sigma70	torD	+	[HIPP, TIM]	Weak
Sigma70	torR	+	[HIPP, TIM]	Weak
Sigma70	tpr	+	[CV(FP/TIM), FP, HIPP, HTTIM, IMP, TIM]	Confirmed
Sigma70	tpx	+	[HIPP, IMP, TIM]	Weak
Sigma70	treB	+	[HIPP, TIM]	Weak
Sigma70	treC	+	[HIPP, TIM]	Weak
Sigma70	treR	+	[HIPP, IMP, TIM]	Weak
Sigma70	trmD	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	trmH	+	[RS-EPT-CBR, TAS]	Strong
Sigma70	trpA	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	trpB	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	trpC	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	trpD	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	trpE	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	trpL	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	trpR	+	[CV(FP/TIM), FP, HIPP, TIM]	Confirmed
Sigma70	trpS	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	truB	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	trxA	+	[HIPP, TIM]	Weak
Sigma70	trxC	+	[HIPP, TIM]	Weak
Sigma70	tsaE	+	[HIPP, HTTIM, RS-EPT-CBR, TIM]	Weak
Sigma70	tsf	+	[HTTIM, RS-EPT-CBR, TIM]	Strong
Sigma70	tsr	+	[HIPP]	Weak
Sigma70	tsx	+	[HIPP, IHBCE, TIM]	Weak
Sigma70	ttdA	+	[HIPP]	Weak
Sigma70	ttdB	+	[HIPP]	Weak
Sigma70	ttdT	+	[HIPP]	Weak
Sigma70	tufA	+	[HIPP, IEP, RS-EPT-CBR, TIM]	Weak
Sigma70	tufB	+	[HIPP, IMP]	Weak
Sigma70	tynA	+	[TIM]	Strong
Sigma70	tyrA	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	tyrB	+	[CV(FP/RS-EPT-CBR), CV(FP/TIM), FP, HIPP, RS-EPT-CBR, TIM]	Confirmed
Sigma70	tyrP	+	[HIPP, TIM]	Weak
Sigma70	tyrR	+	[HIPP, TIM]	Weak
Sigma70	tyrT	+	[CV(FP/TIM), FP, HIPP, HTTIM, IMP, TIM]	Confirmed
Sigma70	tyrU	+	[HIPP, IMP]	Weak
Sigma70	tyrV	+	[CV(FP/TIM), FP, HIPP, HTTIM, IMP, TIM]	Confirmed
Sigma70	ubiA	+	[HIPP]	Weak
Sigma70	ubiC	+	[HIPP]	Weak
Sigma70	ubiG	+	[HIPP, RS-EPT-CBR]	Weak
Sigma70	ubiH	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	ubiI	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	ubiX	+	[HIPP, HTTIM, TIM]	Weak
Sigma70	udp	+	[TIM]	Strong
Sigma70	ugpA	+	[GEA, HIPP, IMP, TIM]	Weak
Sigma70	ugpB	+	[GEA, HIPP, IMP, TIM]	Weak
Sigma70	ugpC	+	[GEA, HIPP, IMP, TIM]	Weak
Sigma70	ugpE	+	[GEA, HIPP, IMP, TIM]	Weak
Sigma70	ugpQ	+	[GEA, HIPP, IMP, TIM]	Weak
Sigma70	uhpT	+	[HIPP, TIM]	Weak
Sigma70	uidR	+	[AIPP]	Weak
Sigma70	ulaA	+	[TIM]	Strong
Sigma70	ulaB	+	[TIM]	Strong
Sigma70	ulaC	+	[TIM]	Strong
Sigma70	ulaD	+	[TIM]	Strong
Sigma70	ulaE	+	[TIM]	Strong
Sigma70	ulaF	+	[TIM]	Strong
Sigma70	umpG	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	umpH	+	[TIM]	Strong
Sigma70	umuC	+	[HIPP, TIM]	Weak
Sigma70	umuD	+	[HIPP, TIM]	Weak
Sigma70	upp	+	[HIPP, TIM]	Weak
Sigma70	uraA	+	[HIPP, TIM]	Weak
Sigma70	uspA	+	[GEA, HIPP, IMP, TIM]	Weak
Sigma70	uvrA	+	[TIM]	Strong
Sigma70	uvrB	+	[TIM]	Strong
Sigma70	uvrC	+	[HIPP, TIM]	Weak
Sigma70	uvrD	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	uvrY	+	[HIPP, TIM]	Weak
Sigma70	uxaA	+	[AIPP]	Weak
Sigma70	uxaB	+	[TIM]	Strong
Sigma70	uxaC	+	[AIPP]	Weak
Sigma70	uxuA	+	[HIPP, TIM]	Weak
Sigma70	uxuB	+	[HIPP, TIM]	Weak
Sigma70	uxuR	+	[AIPP]	Weak
Sigma70	valS	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	valT	+	[HIPP]	Weak
Sigma70	valU	+	[HIPP]	Weak
Sigma70	valV	+	[HIPP, TIM]	Weak
Sigma70	valW	+	[HIPP, TIM]	Weak
Sigma70	valX	+	[HIPP]	Weak
Sigma70	valY	+	[HIPP]	Weak
Sigma70	waaA	+	[HIPP, TIM]	Weak
Sigma70	waaB	+	[HTTIM, TIM]	Strong
Sigma70	waaC	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	waaF	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	waaG	+	[HTTIM, TIM]	Strong
Sigma70	waaH	+	[AIPP]	Weak
Sigma70	waaJ	+	[HTTIM, TIM]	Strong
Sigma70	waaL	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	waaO	+	[HTTIM, TIM]	Strong
Sigma70	waaP	+	[HTTIM, TIM]	Strong
Sigma70	waaQ	+	[HTTIM, TIM]	Strong
Sigma70	waaS	+	[HTTIM, TIM]	Strong
Sigma70	waaU	+	[HTTIM, TIM]	Strong
Sigma70	waaY	+	[HTTIM, TIM]	Strong
Sigma70	waaZ	+	[HTTIM, TIM]	Strong
Sigma70	wcaA	+	[HIPP, TIM]	Weak
Sigma70	wcaB	+	[HIPP, TIM]	Weak
Sigma70	wecB	+	[AIPP]	Weak
Sigma70	wecC	+	[AIPP]	Weak
Sigma70	wecE	+	[AIPP]	Weak
Sigma70	wecF	+	[AIPP]	Weak
Sigma70	wza	+	[HIPP, TIM]	Weak
Sigma70	wzb	+	[HIPP, TIM]	Weak
Sigma70	wzc	+	[HIPP, TIM]	Weak
Sigma70	wzxE	+	[AIPP]	Weak
Sigma70	wzyE	+	[AIPP]	Weak
Sigma70	wzzE	+	[AIPP]	Weak
Sigma70	xapR	+	[HIPP, TIM]	Weak
Sigma70	xerC	+	[HIPP, TIM]	Weak
Sigma70	xseA	+	[HIPP, RS-EPT-CBR]	Weak
Sigma70	xseB	+	[HIPP]	Weak
Sigma70	xylE	+	[AIBSPD, IC]	null
Sigma70	yacC	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	yadV	+	[HIPP, TIM]	Weak
Sigma70	yafN	+	[IEP, TIM]	Weak
Sigma70	yafO	+	[IEP, TIM]	Weak
Sigma70	yafP	+	[IEP, TIM]	Weak
Sigma70	yafQ	+	[AIPP]	Weak
Sigma70	yagK	+	[ICWHO]	Weak
Sigma70	yaiA	+	[TIM]	Strong
Sigma70	yajG	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	yajO	+	[HIPP]	Weak
Sigma70	ybbW	+	[AIPP]	Weak
Sigma70	ybbY	+	[AIPP]	Weak
Sigma70	ybdN	+	[AIPP]	Weak
Sigma70	ybdZ	+	[TIM]	Strong
Sigma70	ybhF	+	[HIPP]	Weak
Sigma70	ybhG	+	[HIPP]	Weak
Sigma70	ybhL	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	ybhR	+	[HIPP]	Weak
Sigma70	ybhS	+	[HIPP]	Weak
Sigma70	ybiB	+	[AIPP, HIPP]	Weak
Sigma70	ybjC	+	[HIPP, TIM]	Weak
Sigma70	ybjN	+	[HIPP, IMP, TIM]	Weak
Sigma70	ycaR	+	[HIPP, TIM]	Weak
Sigma70	yccA	+	[HIPP, TIM]	Weak
Sigma70	ycdZ	+	[ICWHO]	Weak
Sigma70	ychA	+	[HIPP, TIM]	Weak
Sigma70	ychF	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	ychH	+	[AIPP, HTTIM, RS-EPT-CBR]	Weak
Sigma70	ychO	+	[AIPP]	Weak
Sigma70	ychQ	+	[HIPP, TIM]	Weak
Sigma70	yciB	+	[HIPP]	Weak
Sigma70	yciC	+	[HIPP]	Weak
Sigma70	yciE	+	[HIPP]	Weak
Sigma70	yciH	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	yciW	+	[AIPP]	Weak
Sigma70	yciX	+	[TIM]	Strong
Sigma70	ydeI	+	[ICWHO]	Weak
Sigma70	ydeJ	+	[AIPP]	Weak
Sigma70	ydeM	+	[ICWHO, TIM]	Weak
Sigma70	ydeN	+	[ICWHO, TIM]	Weak
Sigma70	ydeO	+	[HIPP, TIM]	Weak
Sigma70	ydeP	+	[IHBCE, TIM]	Weak
Sigma70	ydfA	+	[ICWHO, TIM]	Weak
Sigma70	ydfB	+	[ICWHO, TIM]	Weak
Sigma70	ydfC	+	[ICWHO, TIM]	Weak
Sigma70	ydfD	+	[HIPP, TASES]	Weak
Sigma70	ydfE	+	[HIPP, TASES]	Weak
Sigma70	ydfN	+	[AIPP]	Weak
Sigma70	ydfW	+	[HIPP, TIM]	Weak
Sigma70	ydfX	+	[HIPP, TIM]	Weak
Sigma70	ydjM	+	[AIPP]	Weak
Sigma70	yeaE	+	[AIPP]	Weak
Sigma70	yeaR	+	[TIM]	Strong
Sigma70	yebB	+	[HIPP]	Weak
Sigma70	yebC	+	[HIPP]	Weak
Sigma70	yebE	+	[HIPP, TIM]	Weak
Sigma70	yebG	+	[HIPP]	Weak
Sigma70	yedX	+	[ICWHO]	Weak
Sigma70	yefM	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	yegR	+	[HIPP, TIM]	Weak
Sigma70	yegZ	+	[HIPP, TIM]	Weak
Sigma70	yehF	+	[AIPP, TIM]	Weak
Sigma70	yeiB	+	[ICA]	Weak
Sigma70	yfaE	+	[TIM]	Strong
Sigma70	yfdE	+	[HIPP, TIM]	Weak
Sigma70	yfdV	+	[HIPP, TIM]	Weak
Sigma70	yfdX	+	[HIPP, TIM]	Weak
Sigma70	yffB	+	[IDA]	Strong
Sigma70	yfiB	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	yfiR	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	ygeA	+	[TIM]	Strong
Sigma70	ygeH	+	[ICWHO]	Weak
Sigma70	ygfB	+	[RS-EPT-CBR, TIM]	Strong
Sigma70	yhaV	+	[HIPP, RS-EPT-CBR]	Weak
Sigma70	yhbE	+	[HIPP, RS-EPT-CBR, TIM]	Weak
Sigma70	yhcH	+	[TIM]	Strong
Sigma70	yhdT	+	[TIM]	Strong
Sigma70	yhfA	+	[TIM]	Strong
Sigma70	yhgH	+	[AIPP]	Weak
Sigma70	yhhY	+	[AIPP]	Weak
Sigma70	yhjR	+	[TIM]	Strong
Sigma70	yhjX	+	[TIM]	Strong
Sigma70	yiaJ	+	[TIM]	Strong
Sigma70	yiaK	+	[IMP, TIM]	Weak
Sigma70	yiaL	+	[IMP, TIM]	Weak
Sigma70	yiaM	+	[IMP, TIM]	Weak
Sigma70	yiaN	+	[IMP, TIM]	Weak
Sigma70	yiaO	+	[IMP, TIM]	Weak
Sigma70	yibN	+	[HIPP, TIM]	Weak
Sigma70	yifL	+	[HIPP, TIM]	Weak
Sigma70	yigA	+	[HIPP, TIM]	Weak
