gene,locus_tag in MG1655,gene_type,strand,product,HS_LB,E1114_LB,E1167_LB,H120_LB,TA054_LB,TA447_LB,E101_LB,41-1Ti9_LB,TA280_LB,M114_LB,TA249_LB,JJ1886_LB,CFT073_LB,APECO1_LB,UTI89_LB,S88_LB,MG1655_LB,ROAR8_LB,HS_M9,E1114_M9,E1167_M9,H120_M9,TA054_M9,TA447_M9,E101_M9,41-1Ti9_M9,TA280_M9,M114_M9,TA249_M9,ROAR8_M9,JJ1886_M9,MG1655_M9,HS_GMM,E1114_GMM,E1167_GMM,H120_GMM,TA054_GMM,TA447_GMM,E101_GMM,41-1Ti9_GMM,TA280_GMM,M114_GMM,TA249_GMM,ROAR8_GMM,JJ1886_GMM,CFT073_GMM,APECO1_GMM,UTI89_GMM,S88_GMM,MG1655_GMM,median_LB,median_M9,median_GMM
epmB,b4146,CDS,-1,"lysine 2,3-aminomutase",-3.767285493,-2.748208682,-2.878390429,-3.388349793,-3.81064495,-4.748640363,-2.718305586,-3.272427796,-3.400680106,-3.240954911,-2.583990641,-2.867851893,-2.073344939,-2.82775517,-2.011586547,-2.453139981,-3.486710108,-1.500799875,-2.528325806,-0.181098248,-0.664642828,-0.846774776,-0.41002656,-0.37231532,-0.035100482,-0.461544299,-0.029766986,-0.493033081,-0.715142523,-0.355926652,-1.285044943,-0.971349361,-4.162713689,-2.993721192,-4.430294164,-5.388615609,-4.740706934,-7.049766433,-3.796771902,-5.335362558,-5.718315443,-4.52492056,-6.652102607,-2.85120958,-4.606656923,-3.414555132,-4.893040967,-2.356200848,-4.52294312,-3.871331822,-2.873121161,-0.47728869,-4.52393184
epmC,b2326,CDS,-1,EF-P-Lys34 hydroxylase,-0.167842013,0.167043952,-0.165074995,0.025488312,-0.031689331,-0.228205963,-0.004993368,-0.060296014,-0.162582927,-0.097106487,-0.215190045,-0.133364842,0.036493859,-2.843322155,-3.432458552,-3.111816674,-0.09639746,-0.253674302,-0.361975309,0.10025111,-0.131478524,0.050969435,0.069106577,-0.371317518,0.001918959,-0.028329693,-0.063268327,-0.038368686,-0.010241748,-0.057226405,-0.205741768,0.243277663,0.163386791,0.282129704,0.0418666,0.281058643,0.084836166,0.140931348,0.376155758,0.289583053,0.000832124,-0.130295031,0.112866849,0.211684656,0.080572786,0.098734567,-3.392946717,-1.712345842,-2.800969193,-0.004776618,-0.147973885,-0.033349189,0.091785367
eptA,b4114,CDS,-1,phosphoethanolamine transferase EptA,0.060346568,-0.053968875,0.174510009,0.003398978,0.026097553,0.025661281,0.031851537,0.19358637,0.098631845,0.216010285,-0.210284095,0.055584222,0.255605075,-0.101177512,0.135151347,-0.10275773,-0.002175812,-0.006987055,0.011345078,-0.257441873,-0.195791787,-0.040275268,0.043959257,-0.022056841,0.005933833,0.044804446,-0.054347264,0.149285875,0.234400187,-0.058595536,0.111763541,-0.061594366,-0.103016667,-0.072293296,0.017513824,-0.151582424,-0.023581959,-0.145521938,-0.004768529,0.015505122,-0.101363623,0.116255581,0.142934735,-0.00565259,-0.109600655,0.33849203,-0.010185942,-0.184055284,-0.099374377,-0.056133529,0.028974545,-0.008061504,-0.039857744
eptB,b3546,CDS,-1,Kdo2-lipid A phosphoethanolamine 7''-transferase,0.056201269,0.140644613,-0.086475656,0.053922677,-0.139492378,0.129994607,-0.050291351,-0.045405313,-0.052234126,-0.194931608,0.155938859,0.009501591,-0.062387564,-0.207578497,0.150171741,-0.155095244,-0.151502864,-0.060183852,0.070860456,-0.083625668,-0.123428488,0.001361548,-0.169721429,0.097553713,-0.293110856,-0.032546917,-0.113672411,-0.227652453,0.33254025,0.12857438,-0.196271995,0.01025922,0.175430201,0.161331993,-0.121426424,0.085383841,-0.063981778,-0.244332237,0.083554843,-0.221964287,-0.046701703,0.000136507,0.042249984,0.108802675,-0.068392623,0.04378343,-0.021550581,0.040806351,-0.241994419,0.005637369,-0.051262738,-0.058086293,0.002886938
eptC,b3955,CDS,-1,phosphoethanolamine transferase EptC,-0.180235402,0.544661753,0.028641291,-0.075156676,-0.194874331,-0.114881133,-0.091332347,-0.0711483,-0.101891133,-0.439381108,-0.136194894,-0.114897314,0.013098649,-0.06926183,0.013062197,-0.081249638,-0.031306239,-0.207680313,-0.071547843,0.443420079,0.020666873,-0.18595752,-0.098687176,-0.059997895,-0.172498122,0.075084726,0.077732845,-0.140065876,0.050316739,-0.031124574,-0.230268434,-0.006695922,0.043551601,0.517752897,-0.026531627,-0.102648643,-0.071890832,-0.25023495,0.019136041,0.116731051,-0.012714869,-0.08302954,0.076961549,0.203072277,-0.04572553,0.038402899,-0.077250531,0.165929403,0.045042545,0.072915296,-0.086290993,-0.045561235,0.02876947
era,b2566,CDS,-1,30S ribosomal subunit maturation GTPase Era,-8.097326942,-7.914709941,-7.384460276,-7.057345204,-8.384057097,-8.284112676,-6.84303321,-7.179847036,-8.389049678,-8.123353222,-6.279544872,-7.059889514,-6.817803458,-8.324217523,-7.809163101,-7.189394852,-8.547401622,-5.970454731,-3.330495538,-4.21104818,-4.84348802,-3.436628207,-3.496230435,-2.222364569,-2.878389126,-2.826481613,-4.897700779,-3.866770637,-3.900585073,-3.198808525,-4.382339929,-2.04810821,-5.899118654,-7.484983811,-6.587324911,-6.398299277,-5.593113684,-6.089764575,-4.070329235,-4.279230707,-7.480796224,-6.066819259,-7.290951401,-7.440915956,-6.163450116,-4.646272467,-5.342921026,-6.505164177,-5.752862295,-4.590191076,-7.596811688,-3.466429321,-6.078291917
erpA,b0156,CDS,1,iron-sulfur cluster insertion protein ErpA,-1.753216704,-0.953238657,-1.669265331,-1.479596443,-1.769787369,-1.741077588,-1.904714983,-1.802120528,-1.840264265,-2.54333011,-1.009491394,-1.158971243,-1.098143611,-1.597099257,-1.22180989,-1.969802771,-2.054758874,-1.224256266,-2.866300355,-2.177175243,-3.293082423,-3.611423336,-2.540016759,-2.698263547,-4.350903906,-2.449585173,-3.679152008,-5.92896049,-3.599629035,-2.221569142,-7.510908164,-1.117629542,-1.29649948,-0.12148086,-1.641707538,-1.5666658,-1.154748038,-3.144971014,-0.897568506,-1.488739664,-1.468772898,-1.626012564,-2.02097228,-0.903703229,-1.246876844,-0.647640207,-1.943859927,-1.302397678,-2.176406485,-0.560210071,-1.705171459,-3.079691389,-1.385585288
esrE,b4707,ncRNA,1,small RNA EsrE,-5.105704021,-7.22855781,-6.036338594,-5.119101797,-4.91286068,-5.867038069,-5.283750438,-4.80654302,-5.976799102,-6.522642415,-4.187113614,-5.286935933,-3.653544278,-5.717508425,-4.736008262,-6.126634862,-7.292127248,-3.765432715,-2.335070526,-4.284877572,-2.976339156,-2.108695552,-2.429953068,-2.350612093,-2.402764281,-2.33053321,-3.359009082,-4.081097195,-2.396186194,-1.89574744,-4.97908291,-3.315682686,-0.811814345,-1.172104933,-1.444003292,-1.363480011,-0.770080444,-1.339998356,-0.831809406,-1.108188809,-0.63293579,-0.710556968,-2.046494583,-0.914007512,-1.178203022,-0.35219099,-1.303141435,-1.06881521,-1.147257937,-1.475350329,-5.285343185,-2.416358675,-1.127723373
ettA,b4391,CDS,-1,energy-dependent translational throttle protein EttA,-0.036024257,NaN,-0.237582943,-0.074850355,-0.13258206,-0.243454228,-0.061196098,-0.12931689,0.002042671,-0.016928567,-0.084875249,-0.205892454,-0.015697726,-0.135048004,-0.366368551,-0.19024208,-0.182193238,-0.073003379,0.286732834,NaN,0.162151985,0.264272112,0.33261495,0.371492864,0.200159241,0.286674375,-0.050046483,0.158376359,0.534985449,0.484901304,0.197016153,0.80075625,0.232106228,NaN,0.118471245,0.473038069,0.374896145,-0.564599906,0.021166594,0.301568605,0.180926574,0.151477658,0.187032725,0.260182072,-0.079365474,-0.102644218,0.391290067,-0.215488966,0.234235901,-0.065516986,-0.12931689,0.286674375,0.180926574
eutA,b2451,CDS,-1,reactivating factor for ethanolamine ammonia-lyase EutBC,0.009072194,0.083001099,-0.080890223,0.125099592,-0.029915387,-0.000125118,-0.088427708,0.108115448,-0.121120608,-0.060277033,-0.250467435,-0.145754577,0.024958419,-0.162289121,-0.171311724,-0.170216764,-0.108156465,-0.1076722,-0.038334352,-0.143114818,0.065148741,0.095571291,0.087698547,0.078258722,-0.059300346,0.085003524,-0.034757802,-0.048277409,-0.145525194,0.110883375,-0.272655991,0.053081101,-0.058369022,0.129922758,0.167114036,0.277316706,0.119123428,-0.027455776,-0.082299332,0.182960543,0.021627326,-0.033560428,0.252044364,0.282949893,0.021576051,0.095416568,0.046020462,0.028699901,0.123687776,-0.053242083,-0.084658965,0.009161649,0.070718515
eutB,b2441,CDS,-1,ethanolamine ammonia-lyase subunit alpha,-0.304535915,0.162453929,-0.177159937,0.045377666,-0.081904167,-0.103766631,-0.053830867,0.051368605,-0.184470219,-0.10470367,-0.207208641,-0.026953987,-0.120399361,-0.061075033,-0.321052241,-0.036584797,0.009635916,-0.0500363,-0.439367604,0.141834643,-0.122503845,-0.152273954,-0.148411249,-0.382276389,-0.257106448,0.07508853,-0.113187796,-0.051590918,-0.574339664,-0.031774078,-0.119085382,0.116057005,-0.126238317,0.108613034,-0.365265017,0.274319948,-0.148852772,-0.717895012,0.129413671,-0.802269621,-0.393515964,-0.435067726,-0.450793538,-0.606479357,0.023637494,0.117645806,0.153563983,0.13329072,0.348043255,0.094004203,-0.0714896,-0.120794614,-0.051300412
eutC,b2440,CDS,-1,ethanolamine ammonia-lyase subunit beta,-0.185962669,0.054391513,0.011002099,-0.208227212,-0.22876977,0.000323589,-0.158132224,-0.121700596,-0.058664575,-0.310888682,-0.111632028,0.043998612,0.078545729,-0.160605776,0.092879114,-0.106362084,-0.234414733,-0.0255062,-0.067858026,0.050861106,-0.100265843,-0.283411197,-0.192100592,-0.234905168,0.012008375,0.26542427,-0.940058845,0.043334956,0.262398452,0.179424896,-0.03501482,0.107552556,-0.087087338,0.059092099,-0.146784006,-0.404263959,0.011976909,0.213248258,-0.220541021,-0.26293519,-0.117349898,-0.215363358,-0.221814304,-0.339412548,-0.121579437,0.010715286,0.018333837,-0.21323023,0.02298892,-0.010132394,-0.108997056,-0.011503223,-0.119464667
eutD,b2458,CDS,-1,phosphate acetyltransferase EutD,-0.044321853,0.099816689,0.016167634,-0.293849575,-0.051702418,-0.103870248,-0.107063609,-0.199145677,-0.048913857,-0.115461147,-0.280544593,-0.008332902,0.153502427,-0.372636034,-0.069144203,-0.190568422,-0.106564107,-0.094393419,0.073804037,0.179990164,-0.002675166,-0.127480231,0.1768477,-0.106332232,-0.163040686,0.019259181,0.109793949,0.111674421,-0.096701006,0.059581254,0.053119493,0.113907535,-0.044708064,0.058191225,0.069812772,0.032522699,0.044432882,0.03504149,0.002631406,0.366466031,-0.022964013,-0.038430869,0.07639484,0.225891278,0.170265622,0.233714379,-0.064791611,0.555718068,-0.109031715,0.064630021,-0.099131833,0.056350374,0.051312053
eutE,b2455,CDS,-1,"putative aldehyde dehydrogenase, ethanolamine utilization protein",0.008804301,0.24666438,0.018874661,-0.045556418,-0.149561301,-0.005155492,0.102188981,0.214340068,-0.054265882,-0.125281304,-0.453262661,0.157703102,0.145791423,0.006446792,-0.061813791,-0.050272677,0.0287145,-0.081631674,-0.268697389,0.116849975,-0.072224943,0.070504035,-0.063426842,-0.084395738,-0.024166093,0.078055314,-0.015999722,-0.014969097,-0.279786671,0.093299625,-0.092380944,0.495213221,0.059988257,0.135669903,0.0473325,0.018606051,-0.175765312,0.234114716,0.132860209,0.251651674,0.016913611,-0.118082757,0.0322805,0.443399613,0.265462468,0.177618578,0.024835512,0.087811504,0.183526025,0.104892311,0.00064565,-0.020082907,0.096351908
eutG,b2453,CDS,-1,putative alcohol dehydrogenase in ethanolamine utilization,0.038328413,-0.085653302,0.065732669,-0.124142097,-0.011041076,0.019502746,0.014489578,0.139744946,0.044382731,0.002113202,-0.029565547,-0.0279042,0.117419651,-0.017639362,0.333810311,-0.028816686,-0.08743564,-0.015220424,0.115303084,-0.078570414,0.173642292,-0.037945176,-0.059177845,-0.093668843,0.033766467,0.056231893,0.107181234,-0.077544515,0.125427306,0.182900788,-0.012885664,0.065090502,0.106582044,-0.114188673,0.078102405,0.023528401,0.001341655,0.214684023,-0.087961704,0.238962754,0.123676963,-0.002736549,0.147124005,0.243375329,0.074476293,0.186925078,0.053025088,0.150937396,0.075826621,-0.028325433,-0.004463937,0.04499918,0.076964513
eutH,b2452,CDS,-1,putative inner membrane protein,0.014342792,0.094463038,0.088616902,-0.10020592,-0.007064638,-0.128254708,-0.098178827,0.034564171,0.008322456,-0.205981992,-0.176181183,-0.043656504,0.11441515,-0.127979446,-0.201083845,-0.066610618,-0.089499722,-0.079494918,-0.057217968,0.065362892,0.037919079,-0.040231689,-0.033472445,-0.070493393,-0.178296227,-0.037299966,0.039804507,-0.161129576,-0.155340294,0.059246147,-0.106976552,0.100131406,0.0803926,0.18421475,0.156539817,0.099283678,0.142218739,0.34329944,0.110164462,0.278058536,-0.014732219,-0.079301135,0.151287388,0.140264138,-0.043879101,0.256772781,-0.046494803,-0.032281573,0.139972245,-0.084146897,-0.073052768,-0.038765828,0.125068354
eutJ,b2454,CDS,-1,"putative chaperonin, ethanolamine utilization protein",-0.100676506,-0.537672723,-0.128725877,-0.212346901,-0.154008879,-0.116175875,0.045323081,-0.021209837,-0.100432306,-0.169320888,-0.344240093,-0.107055508,0.133979859,-0.175532785,-0.243062619,-0.165083921,0.039805804,-0.318651158,-0.057284869,-0.110146924,-0.07808221,-0.23087067,-0.075423287,-0.013797947,-0.132480401,0.009185844,-0.235198503,0.014977008,-0.332347085,0.146294448,-0.113373827,0.110116357,0.117101454,-0.088301331,0.065699852,-0.179607903,0.058109333,0.024968177,-0.18396172,0.243738815,-0.185000341,-0.069947984,0.143340095,0.208515314,0.07875854,0.367818929,0.128239707,-0.216122116,0.290140989,-0.019641147,-0.141367378,-0.076752748,0.061904593
eutK,b2438,CDS,-1,"putative structural protein, ethanolamine utilization microcompartment",-0.00046134,0.253305323,0.052691988,0.045193729,0.025857777,-0.044562029,0.00040316,0.0498109,0.040615293,-0.047835768,-0.003770353,-0.042188782,0.098366905,-0.16783069,0.074698916,-0.131413815,-0.045796031,0.048182375,-0.076950538,-0.032798165,0.003537284,-0.000940626,0.11214437,-0.120687619,-0.120200645,-0.088815869,-0.211039166,0.05930556,-1.97392023,0.020007954,-0.046556477,0.060477517,0.19862305,0.372001595,0.255195046,0.312520234,0.16602079,0.247743853,0.036864006,0.526552652,0.078359578,0.121894785,0.282059067,0.286709502,0.165512598,0.112104434,0.221034746,0.10098279,0.278879647,0.103711615,0.013130468,-0.039677321,0.209828898
eutL,b2439,CDS,-1,"putative structural protein, ethanolamine utilization microcompartment",-0.321062295,-0.785261449,-0.539140162,-0.722325805,-0.66376236,-0.629472307,-0.446720436,0.042560733,-0.438049995,-0.370890798,-0.448623281,-0.571595534,-0.057440331,-0.547592616,-0.436357759,-0.517981647,-0.361659622,-0.182030559,0.048155004,-0.471018572,-0.186398474,-0.297287962,-0.17386644,-0.171661471,-0.273871134,-0.06245063,-0.181190575,-0.134290439,0.024867448,-0.010193701,-0.179565816,0.041067176,-0.335514974,-0.695501686,-0.962082488,-0.735560487,-0.590274527,-0.620453232,-0.523206039,-0.070069318,-0.476007046,-0.881455384,-0.48198095,0.20867064,-0.500876705,0.05788304,-0.336607862,-0.588063506,-0.463445062,-0.052008155,-0.447671858,-0.172763955,-0.491428828
eutM,b2457,CDS,-1,"putative structural protein, ethanolamine utilization microcompartment",-0.052813784,0.02149137,0.023228156,-0.042773799,-0.111669594,-0.002887736,-0.04344726,0.154769491,-0.014611387,-0.161128839,0.064111763,-0.213293614,-0.038179557,-0.035357151,-0.238799386,-0.066468785,0.002112389,-0.100111453,-0.124760369,-0.108213017,-0.001822326,-0.110198808,-0.025412449,-0.166690269,-0.128566228,0.000821371,0.046550663,-0.046695835,0.292821352,0.189462248,-0.302837043,0.080539041,-0.044737086,-0.043577813,0.120717229,0.062559056,-0.110943334,0.081752916,0.067915753,-0.005998847,-0.088014196,-0.204552236,0.101733402,0.284521902,0.041935322,0.074859302,-0.088431937,0.174869475,0.053390122,-0.019618351,-0.040476678,-0.036054142,0.047662722
eutN,b2456,CDS,-1,putative carboxysome structural protein,-0.052420001,-0.236759579,-0.030811274,0.016392278,-0.09317492,-0.039047208,-0.045416967,-0.004968275,0.027375657,-0.130179658,0.168933369,0.071680977,0.086734116,0.014564536,0.074414322,-0.030548108,-0.06016099,0.083389397,0.02476983,-0.383575104,0.065627898,0.017120341,-0.139131592,-0.138347497,0.001725977,0.046930829,0.017849846,-0.043842466,0.591750358,0.176158733,-0.007121047,0.234069864,-0.074499062,-0.112589016,0.093704151,0.130012958,-0.115946478,0.222362704,-0.007529595,0.069350399,0.046719982,-0.060581272,0.317661621,0.12884504,-0.041335033,0.161704187,0.108785059,0.106177051,0.119779906,-0.014637775,-0.017758192,0.017485094,0.081527275
eutP,b2461,CDS,-1,putative ethanolamine utilization protein EutP with nucleoside triphosphate hydrolase domain,0.181806556,0.291654612,-0.057921109,-0.020643329,0.043277946,0.077323845,-0.055944696,0.115474872,0.00059831,0.155968816,-0.62234709,-0.066909892,0.015410756,-0.187815845,-0.048066425,-0.121159824,0.098914005,-0.159138594,0.207818071,0.021902078,-0.060246307,-0.06077183,0.037575287,0.041730101,0.008877915,0.039887192,0.240901504,0.195057626,-0.765482115,0.070657108,-0.017259815,-0.069580599,0.30151957,0.210870889,0.227264366,-0.020539303,0.116448734,0.225612607,0.378912799,0.588050488,0.124368883,0.113584921,-0.052730977,-0.117552037,0.137221783,0.107877638,0.043929583,0.154552525,0.269124518,0.039666299,-0.01002251,0.029738682,0.130795333
eutQ,b2460,CDS,-1,putative ethanolamine utilization protein EutQ,0.040209906,0.221925806,-0.072886578,-0.222865901,-0.07942314,-0.041331257,-0.031674752,0.085006117,-0.017080781,-0.202703215,-0.193857032,-0.070484278,0.013740522,-0.082778536,-0.024924508,0.045771673,0.065904489,-0.165195811,0.098600457,-0.030889159,-0.010277925,-0.126553362,0.007633003,-0.228381014,0.163863923,-0.004136357,0.066250012,0.040780059,-0.023172075,0.084459625,-0.035802071,0.003014711,0.083225982,0.190605463,0.240377958,-0.10760797,-0.042479995,0.303234416,0.022146529,0.115591928,0.096425852,-0.154371375,0.181879419,-0.045891263,0.108641567,0.19286793,0.040156337,-0.016481668,0.200679201,0.008916006,-0.036503005,-0.000560823,0.089825917
eutR,b2437,CDS,-1,putative AraC-type transcriptional regulator EutR,-0.004126987,0.160161306,0.06593969,0.168795652,0.032459816,-0.084072696,0.054561642,0.069218581,0.053505063,0.003158139,0.07879676,-0.115964442,0.087208259,-0.114295643,0.140847286,-0.131996396,0.019343271,-0.103578491,0.106734172,0.274677166,0.09145769,0.133840575,0.060647345,-0.337805975,-0.242420379,0.060878994,-0.062919683,0.138128797,0.190369921,0.176516063,-0.006943228,0.24567576,-0.029738114,0.088596431,0.064555272,0.359238728,-0.066480355,-0.277804961,-0.087184954,0.158449181,0.060634459,0.063258412,0.240201994,-0.099269481,-0.047857553,0.128292525,0.081096225,0.558529089,0.034912255,-0.021091324,0.04298244,0.099095931,0.061946436
eutS,b2462,CDS,-1,"putative structural protein, ethanolamine utilization microcompartment",-0.202252971,-2.227074592,-0.176809103,-0.196396427,-1.716634913,-1.337394547,-2.037963746,-2.496727469,-3.358635054,0.019588368,-1.823713892,NaN,NaN,NaN,NaN,NaN,-0.027690575,NaN,-0.242944991,-1.132591498,-0.564049428,-0.645161073,-0.66972391,-0.155916645,-1.126226789,-1.563773764,-1.732339259,-0.260102463,-0.898570293,NaN,NaN,-0.320137557,-0.304604201,-2.044134333,-0.301462581,-0.301661706,-1.783043958,-1.503922329,-1.510193624,-3.187344193,-2.702709643,-0.194600896,-2.222919045,NaN,NaN,NaN,NaN,NaN,NaN,0.004067507,-1.52701473,-0.657442491,-1.507057977
eutT,b2459,CDS,-1,putative ethanolamine utilization cobalamin adenosyltransferase,0.094609917,-0.016304948,-0.042127258,-0.048708696,-0.052417481,-0.101058681,-0.079193584,-0.059056712,-0.070319496,-0.092289583,-0.311084143,0.007891696,0.035149584,-0.084056196,-0.118364203,-0.093824979,-0.130268598,0.096692242,0.026023438,-0.029885957,0.041546856,0.052166952,0.007525846,-0.098811666,0.157913403,0.055763948,0.21634758,0.022797926,-0.299498624,0.201672254,0.012066765,0.093968146,0.210096343,0.166058232,0.105987538,0.133627062,-0.111833194,0.118577294,0.058651712,0.010948194,0.093682976,-0.124724765,-0.289420021,0.074933883,-0.026474671,-0.088185279,-0.053146697,-0.122035168,0.020904399,-0.013736432,-0.064688104,0.033785147,0.015926297
evgA,b2369,CDS,1,DNA-binding transcriptional activator EvgA,-0.041042892,0.15717306,0.115491932,0.160790259,-0.0239168,-0.040478627,-0.016509214,0.214796098,-0.110337011,0.013334308,-0.115448781,-0.060116322,0.069355042,-0.0577698,-0.579640166,-0.022051951,-0.008647839,0.088962893,-0.008293553,-0.201778756,0.106310972,0.035180144,-0.268515361,-0.129227337,-0.480412927,0.044888913,0.210808904,-0.001020206,0.039211772,0.020690241,-0.050000713,0.057582242,0.139197615,0.043003799,0.002807039,0.159150788,-0.218712084,-0.124671534,-0.262250971,0.027368221,-0.034568581,0.046439336,0.052050166,0.112948889,-0.004035882,0.004274119,-0.081197901,-0.200551206,-0.097411695,-0.064775026,-0.019280583,0.009835017,-0.000614422
evgS,b2370,CDS,1,sensory histidine kinase EvgS,0.155556637,0.037505934,-0.138153129,0.317053852,-0.025014388,-0.026144949,0.078414919,0.206036409,0.030524865,-0.05080704,0.1091998,-0.00510731,0.124456003,-0.057825534,0.015825961,0.058296497,0.12650627,0.044325926,0.306559543,0.018968504,0.061233863,0.249370504,0.042655551,-0.152209085,-0.223821013,-0.014722574,0.061953261,-0.029126508,0.233096132,0.060599129,-0.073367656,-0.001488451,0.167983438,0.124612115,-0.105243349,0.229834824,-0.019572745,-0.200125321,0.069622873,0.077590286,-0.076082258,0.213528466,0.1901543,0.051284319,-0.055351768,0.09034234,0.025431153,0.142858583,0.070586669,0.092462446,0.04091593,0.030812028,0.074088477
