b_number,Gene.Name,MDS42CDS_length_bp,leftpos_mds42,rightpos_mds42,ave_pos,Strand,dNdS,dN,dS,lin_expression_NRG,protein_sequence_pecentage_difference_NRG,lin_average expression level_Shibai,lin_variance of  expression level_Shibai,lin_ave_M3DB,lin_sd_M3DB,lin_var_M3DB,syn.num,syn.tube,nons.num,nons.tube,inac.num,inac.tube,lin_Mean_Protein_n,lin_SD_Protein_n,lin_Noise_Protein_n,RunmedNoise_protein_n,SmoothSpline_n,SM_n,log10SmoothSpline_n,log10SM_n,lin_ave_protein_copy_schmidt,lin_var_protein_copy_schmidt,RunmedVar_env_protein,SmoothSpline_schmidt,log10SmoothSpline_schmidt,log10SM_schmidt,Essentiality,dN.dS.inter.species,dN.inter.species,dS.inter.species,alpha_max,Odmax,Ins_index_score,1R172,2R172,3R172,4R172,5R172,6R172,1R268,2R268,3R268,4R268,5R268,6R268,ANC,linaveR172,linaveR268
b1080,flgI,NA,NA,NA,NA,NA,0.02949,0.014,0.4733,2.141486064,0.076712329,176.1838958,204846.8028,407.2889441,433.430642,187862.1222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.02707,0.0438,1.6188,0.010120749,0.656752957,0.169398907,9.559546615,18.44252446,25.2289095,25.4985625,17.47691104,22.28410888,17.75628627,26.11240446,10.23503812,17.37362662,12.418402,12.68440681,18.44252446,19.74842717,16.09669404
b1081,flgJ,NA,NA,NA,NA,NA,0.11744,0.0472,0.4019,NA,NA,272.3356662,222433.5305,451.8168091,404.2222381,163395.6174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.06097,0.0883,1.4477,0.009645766,0.655342266,0.133757962,24.83888173,23.80262023,23.61084773,29.30701777,21.24876427,30.06358058,21.83367254,30.51120485,19.44848227,26.23087785,22.28410888,25.76428677,25.1489945,25.47861872,24.34543886
b1082,flgK,NA,NA,NA,NA,NA,0.0959,0.0473,0.4936,1.616806673,0.195970696,423.1704068,715069.5949,831.9138019,1153.989547,1331691.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.07379,0.1373,1.8605,0.009823963,0.665756649,0.159367397,20.88810031,23.53642254,36.99246592,32.95909035,40.53005077,62.43384,36.05756262,81.30764192,25.80383269,34.299169,27.48727127,44.25553038,21.43773896,36.22332831,41.53516798
b1083,flgL,NA,NA,NA,NA,NA,0.05509,0.0424,0.769,3.051329359,0.176656151,597.7533187,1122193.475,721.5749387,797.4927861,635994.7452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.04513,0.1049,2.324,0.009840315,0.59653774,0.145702306,12.47977342,27.07814715,20.7857865,18.70168173,25.60020158,28.74637415,25.05050742,38.84836308,11.33461196,24.83888173,17.68235504,21.04429677,24.67254342,22.23199409,23.13316933
b1084,rne,3186,972554,975739,974146.5,minus,NA,NA,NA,43.87481433,0.162393162,NA,NA,924.2464381,338.8643355,114829.0374,3,3,7,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,892.8300508,77947.69947,123019.2318,133931.254,5.126881935,-0.235078633,1,0.12737,0.1308,1.0269,0,0,0.064030132,4045.802154,2175.381308,3776.527115,2852.219692,3139.359231,3064.393692,3479.452346,1981.895308,3181.983731,3205.838808,3533.705038,2724.568692,2561.125615,3175.613865,3017.907321
b1085,yceQ,321,975874,976194,976034,plus,NA,NA,NA,NA,NA,138.4576726,43373.1348,77.92082468,21.37004662,456.6788922,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0.090342679,760.8152538,457.5921462,469.8281269,549.1853115,695.0135269,567.2890231,538.8479423,376.2534577,513.1139385,529.7947308,468.0053769,587.6112231,442.0518615,583.2872314,502.2711115
b1086,rluC,960,976312,977271,976791.5,plus,0.05596,0.0229,0.4087,47.19890978,0.02507837,517.9759505,165163.1374,352.9801853,156.7866458,24582.05219,1,1,3,2,1,1,12.929,5.342,0.170502984,0.175901495,0.191196067,-0.020693083,-0.718521046,-0.04974697,100.5308423,3346.783728,3176.407206,2626.169635,3.419322776,0.105304873,2,0.01423,0.0156,1.0957,0.009714467,0.564208422,0.154166667,1623.401808,1668.940154,2566.470538,2828.381538,1584.954192,1552.100846,1412.736442,1190.748523,1723.104423,2392.178231,1330.949488,1533.222231,2535.048192,1970.708179,1597.156556
b1087,yceF,585,977383,977967,977675,minus,0.12607,0.0264,0.2094,25.34165944,0.128865979,561.5515716,103656.3261,239.4599971,124.2871029,15447.28395,3,3,2,2,0,0,23.693,10.475,0.194174757,0.167504188,0.168810524,0.025364233,-0.772600483,0.060793253,3114.021834,638841.039,1589736.085,1702835.856,6.231172786,-0.425779979,2,0.04685,0.0827,1.7658,0.010011509,0.651319297,0.184615385,686.9882308,603.9404962,715.6358654,757.2915115,942.5212038,1429.828669,895.1078462,531.6393808,977.4180192,551.1637308,695.7044962,1248.158196,1367.888758,856.0343295,816.5319449
b1088,yceD,522,978166,978687,978426.5,plus,0.42085,0.0093,0.0221,439.3569533,0.034682081,4673.534102,4147000.665,4157.696608,2142.026475,4588277.412,0,0,1,1,1,1,42.904,13.625,0.103573278,0.154559505,0.148406891,-0.044833613,-0.828545934,-0.156206345,860.71628,205803.8501,134308.8518,124673.4292,5.095773905,0.21767959,2,0.09054,0.0197,0.2178,NA,NA,0.132183908,29564.25615,30272.38,34305.24615,40838.17962,15810.33577,42685.61154,24257.71962,27510.865,28623.61538,37425.20462,15634.93038,44469.09962,37425.20462,32246.00154,29653.57244
b1089,rpmF,174,978739,978912,978825.5,plus,NA,NA,NA,220.4753011,0,2084.090875,2061428.675,2733.958366,1595.851249,2546741.202,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,21016.01335,196799499.4,177111150.9,143535335,8.156958827,0.137065162,2,0.0001,0,0.063,0.007012911,0.387065675,0.022988506,11555.15523,12475.25458,16931.07423,17465.34885,8154.008385,19731.38192,9559.413808,10955.83092,12723.84362,17552.62423,8087.624846,17465.34885,13491.00715,14385.37053,12724.11438
b1090,plsX,1071,978993,980063,979528,plus,0.09002,0.0094,0.1049,54.62316948,0.056179775,1587.830793,924605.0902,757.2582935,379.5663888,144070.6438,0,0,2,2,0,0,18.22,6.093,0.107584723,0.188323917,0.178800899,-0.071216176,-0.747630302,-0.220619092,39.17973944,272.6678674,459.246665,527.6285215,2.722328264,-0.286694302,2,0.08221,0.0343,0.4173,0.010416248,0.60196298,0.129785247,3070.097462,6823.403615,6371.410269,5457.060192,1574.383927,3345.637115,2593.115769,4770.324577,4442.129846,5159.665038,1395.698908,4159.302615,4835.966538,4440.332097,3753.372792
b1091,fabH,954,980131,981084,980607.5,plus,0.03619,0.0131,0.3633,48.57421652,0.05362776,1488.907344,628225.8563,2209.498501,1141.902387,1303941.059,2,2,0,0,0,0,84.754,27.973,0.108108108,0.132362674,0.138126041,-0.030017933,-0.859724437,-0.106417296,1665.143986,423620.7411,503214.3704,503895.9839,5.702340897,-0.075363681,2,0.03109,0.031,0.9972,NA,NA,0.012578616,5985.837308,6637.349423,7979.199231,4213.009923,4141.055615,9670.439192,5242.789462,6898.344846,5999.034192,5006.290885,4328.136346,9869.626538,8067.355769,6437.815115,6224.037045
b1092,fabD,930,981100,982029,981564.5,plus,0.0612,0.0229,0.3741,150.7839795,0.067961165,3076.803777,2049207.86,1949.414699,1037.689198,1076798.872,2,2,4,4,0,0,5.316,2.673,0.252844501,0.286944046,0.268059793,-0.015215292,-0.571768323,-0.025378165,2304.379034,1737073.257,1099304.181,929087.177,5.968056466,0.271761668,1,0.04443,0.0428,0.9629,0,0,0.007526882,11818.70035,11079.119,13632.52215,11980.32554,9670.439192,23994.65077,11415.58681,9897.277731,11818.70035,11980.32554,9670.439192,25386.61692,13818.99762,13695.9595,13361.49109
b1093,fabG,735,982042,982776,982409,plus,0.06347,0.6821,10.746,332.931113,0.040983607,3117.112782,1859629.522,4919.072542,1849.075902,3419081.686,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3571.436664,3121542.165,2952970.213,2281075.685,6.358139695,0.13622951,1,0.06417,0.0301,0.4686,0,0,0,9634.837692,9773.851885,11604.21519,9897.277731,8538.546423,18826.61154,9835.390731,8829.333692,11555.15523,10058.67196,7802.573923,24257.71962,12784.41115,11379.22341,12056.47419
b1094,acpP,237,982987,983223,983105,plus,NA,NA,NA,789.5557663,0,6276.873178,7206953.783,7734.897264,2730.543515,7455867.916,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,30345.26817,103726270.7,207857439.9,268224041.7,8.428497702,-0.412608938,1,0.0001,0,0.0481,0,0,0.004219409,31069.84731,45414.43885,32416.10192,38037.46346,42292.74538,48252.09769,33968.97192,48252.09769,40838.17962,43594.98615,37682.74346,56308.20692,43594.98615,39580.4491,43440.86429
b1095,fabF,1242,983311,984552,983931.5,plus,0.04081,0.0084,0.2065,177.7415431,0.055690073,1442.3901,701372.859,591.7152609,327.3870879,107182.3051,3,2,1,1,0,0,73.676,29.458,0.161550889,0.140548138,0.138732181,0.022818708,-0.857822785,0.066132137,2134.410231,946013.188,750326.7586,805478.3866,5.906053891,0.069843299,2,0.05925,0.0299,0.5052,0.010608818,0.664304042,0.139291465,2868.847462,12158.61904,7880.267346,4080.665808,5300.754231,4159.302615,2524.389885,10874.91696,8538.546423,2543.567962,6823.403615,2556.991962,4711.788038,6074.74275,5643.636135
b1096,pabC,810,984672,985481,985076.5,plus,0.26135,0.0515,0.197,16.28364411,0.301115242,277.3383063,30108.66052,370.0209379,221.0907881,48881.13677,2,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,27.82546912,127.1597045,268.951284,347.4184521,2.540852881,-0.436503371,2,0.13514,0.1973,1.46,0.006897295,0.457455043,0.113580247,828.9382115,1574.383927,2253.112308,1148.975327,1015.692338,1059.613369,824.1113692,1428.33245,2028.9285,814.7853423,1461.637538,1009.780773,1063.952862,1313.45258,1261.262662
b1097,yceG,1023,985484,986506,985995,plus,NA,NA,NA,24.16956914,0.144117647,358.4061647,43874.3934,225.3224251,93.3527703,8714.739713,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,9.646433957,6.770959266,58.59856658,58.14311196,1.764498273,-0.933848071,2,0.05643,0.0758,1.3427,0.009660436,0.678968213,0.129032258,670.9114923,1031.202262,1452.368312,916.5973577,871.4133808,945.3058692,645.3552731,982.3592615,1243.250646,752.77675,815.8642192,920.6882385,916.5973577,981.2997788,893.3823981
b1098,tmk,642,986496,987137,986816.5,plus,0.05429,0.0223,0.4104,27.29726725,0.098591549,663.1642238,95549.02021,549.4169291,201.3210326,40530.15808,0,0,1,1,0,0,13.506,4.632,0.117096019,0.175901495,0.189421229,-0.07232521,-0.72257135,-0.208886519,111.1722593,4354.906282,2837.051837,3119.860897,3.494135231,0.144843583,1,0.05446,0.0626,1.1489,0,0,0.004672897,2135.301308,2768.0705,3500.965577,2606.539769,3236.282308,2227.340308,1996.656808,2593.115769,3486.892154,2316.383423,3415.097423,2230.778192,2284.831808,2745.749962,2673.153962
b1099,holB,1005,987134,988138,987636,plus,0.16761,0.044,0.2624,21.92260441,0.209580838,389.4415939,51766.96239,276.8901718,92.46582955,8549.929634,2,1,5,4,0,0,11.615,4.912,0.174672489,0.191570881,0.196212823,-0.021540334,-0.707272613,-0.050502878,9.670166751,15.99072514,64.12014211,58.34215924,1.765982498,-0.56211434,1,0.08605,0.1373,1.5961,0,0,0.011940299,871.4133808,1317.847927,1759.425846,1107.744358,1508.426827,1162.989465,776.7218269,1263.09615,1381.228288,1177.365558,1762.144538,1057.266458,1005.657646,1287.974634,1236.303803
b1100,ycfH,798,988149,988946,988547.5,plus,0.30385,0.04,0.1317,27.29726725,0.067924528,836.6483309,359477.9456,407.3491593,335.6208634,112641.3639,1,1,2,2,0,0,7.146,3.241,0.212765957,0.229095074,0.233513679,-0.020747722,-0.631687674,-0.040410185,41.75831535,513.9740645,468.7683104,576.6424453,2.760906607,-0.049965402,2,0.03157,0.0381,1.2053,0.009561567,0.60779716,0.15037594,1228.125677,2091.328308,2511.732769,2100.827346,2118.620077,1439.020319,1077.25685,1726.931885,2595.787654,1448.898654,2761.483115,1521.373027,1883.074154,1914.942416,1855.288531
b1101,ptsG,1434,989241,990674,989957.5,plus,0.04096,0.005,0.1216,180.5997941,0.027253669,2076.404833,2212393.929,1113.242302,911.5164253,830862.1952,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2263.847051,4638224.726,954524.0456,898908.1926,5.953715339,0.712636448,2,0.02729,0.0161,0.5912,0.005806148,0.142352588,0.162482566,8472.170885,8509.592885,3265.631154,10378.00554,7186.363615,7923.670577,11238.71292,7596.874231,3451.814923,9468.723346,5601.180769,9468.723346,11154.29431,7622.572442,7804.338256
b1102,fhuE,2190,990734,992923,991828.5,minus,NA,NA,NA,4.226435819,0.180055402,235.9094755,155960.7583,212.8654645,84.16391446,7083.564504,0,0,5,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,28.94225177,1396.475957,279.0133978,361.5598229,2.558180165,0.586853298,2,0.06837,0.1156,1.6907,0.009845868,0.643604065,0.17716895,120.3544919,182.0605654,350.4109231,187.6441154,67.54638192,102.7991019,100.6745465,456.9063731,338.9032538,257.9782038,64.67472231,161.0240392,592.8732269,168.4692633,230.0268565
b1103,hinT,360,993257,993616,993436.5,plus,0.04312,0.0116,0.2688,31.48807686,0.016806723,740.7024293,137661.2818,505.2040752,222.4825519,49498.48589,0,0,1,1,0,0,73.177,26.395,0.130378096,0.140548138,0.138786339,-0.008408243,-0.85765328,-0.027142086,2205.804137,255263.9735,946013.188,856463.9796,5.932709103,-0.525719577,2,0.00401,0.0083,2.077,0.010075732,0.579583992,0.15,2032.812962,1040.655442,2304.864462,1390.358469,1627.601231,1616.032192,1984.030346,1162.989465,2799.998231,1360.258719,961.2016346,1903.466462,1349.6067,1668.720793,1695.324143
b1104,ycfL,378,993619,993996,993807.5,plus,0.91224,0.0533,0.0585,55.21151871,0.185483871,667.6122916,146934.0001,549.9039876,232.470767,54042.65764,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.14483,0.1487,1.027,0.009465823,0.634706317,0.12962963,2680.803115,1365.047146,3199.613808,1947.6795,2043.276538,2175.381308,2452.472654,1469.939646,3776.527115,1956.756654,1584.954192,2297.163923,1806.264269,2235.300236,2256.302364
b1105,lpoB,642,994010,994651,994330.5,plus,0.02138,0.0071,0.333,25.34165944,0.103773585,920.6448222,246514.3549,706.2070073,284.4506274,80912.15913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625.1071095,29685.38085,71347.84682,71696.92464,4.855500527,-0.382957902,2,0.04432,0.0671,1.5133,NA,NA,0.168224299,1723.104423,991.0938192,2425.5145,1538.869808,1366.117338,1529.160196,1625.681077,1122.709962,2883.354192,1635.221615,985.0189654,1759.425846,1331.550688,1595.643347,1668.56861
b1106,thiK,825,994632,995456,995044,plus,0.21109,0.0431,0.2043,19.56847523,0.335766423,431.9184729,31312.72061,960.8018661,192.8538041,37192.58974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.18134,0.2419,1.3338,NA,NA,0.151515152,660.5071269,800.8457846,1593.518,776.7218269,532.0645385,689.5979346,754.9497692,719.1227692,870.3180962,835.4455731,508.8593923,818.8965385,694.1877808,842.2092019,751.2653564
b1107,nagZ,1026,995467,996492,995979.5,plus,0.11696,0.0553,0.4728,29.96641883,0.082111437,636.3201866,75631.57421,947.793146,277.1006631,76784.77751,0,0,4,4,0,0,5.274,2.824,0.286944046,0.286944046,0.269201794,0.017742252,-0.56992205,0.027719268,96.68492353,1452.509993,2470.848391,2455.323823,3.390108778,-0.227989649,2,0.05623,0.0454,0.8067,0.00898013,0.604620489,0.139376218,2550.826846,2259.523192,4561.939885,2481.592038,2208.457192,2576.909731,2356.213115,2539.914077,2518.077077,2527.977731,2138.131538,2868.847462,2146.329731,2773.208147,2491.526833
b1108,ycfP,543,996515,997057,996786,plus,0.02431,0.0122,0.5029,49.0700589,0.055555556,1185.7198,380085.6769,910.8555886,450.676001,203108.8579,1,1,1,1,0,0,51.647,20.715,0.154679041,0.138312586,0.144026103,0.010652938,-0.841558789,0.03099026,830.0809931,67732.15235,160624.1443,116360.1827,5.065804394,-0.235009518,2,0.01454,0.0244,1.6786,0.009344179,0.652916365,0.112338858,19228.99385,4929.869308,9446.512192,5380.319115,7638.718346,16042.35269,25178.94462,9019.443846,9126.798577,6974.584577,8886.502385,16296.84115,4929.869308,10444.46092,12580.51919
b1109,ndh,1305,997457,998761,998109,plus,0.03585,0.0151,0.4216,59.02778856,0.025345622,895.451087,727179.344,955.5681117,855.2665323,731480.8427,2,2,1,1,0,0,58.781,27.452,0.195886386,0.179372197,0.141600745,0.054285641,-0.84893446,0.140938714,659.4381421,120924.8209,72373.09465,77924.80905,4.891675747,0.190839706,2,0.01332,0.0139,1.0422,0.009403996,0.634168584,0.085823755,1358.622962,656.3906731,2152.858885,974.3182808,2746.336115,1961.985385,998.4673577,806.7876346,1469.939646,1413.779169,3560.7685,1837.152,1775.285231,1641.75205,1681.149051
b1110,ycfJ,540,998971,999510,999240.5,plus,0.12341,0.0287,0.2327,4.226435819,0.05027933,262.215538,293216.5976,256.7531306,159.066755,25302.23245,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10.62338529,167.5532291,47.31297719,67.66401547,1.830357767,0.393795035,2,0.01483,0.0247,1.6631,0.009616474,0.542130594,0.155555556,2609.303077,1603.752769,1752.196935,302.28805,534.1322577,7009.159692,3281.222269,4736.673962,1614.189692,247.1267308,962.8540538,3871.427269,4338.932731,2301.805463,2452.248996
b1111,ycfQ,633,999572,1000204,999888,minus,0.15297,0.0411,0.2686,19.56847523,0.2,503.2736818,114425.1333,563.8097816,233.2509674,54406.01355,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.510786342,2.49588272,3.605894776,3.543635238,0.549449012,-0.152224837,2,0.07111,0.1223,1.7203,0.009667009,0.627203631,0.116903633,768.9030962,1325.85495,1089.600504,1140.421608,2146.329731,1334.460488,1282.826323,2353.849654,1431.495319,917.8894615,2883.354192,1299.792565,895.1078462,1300.928396,1694.867919
b1112,bhsA,258,1000445,1000702,1000573.5,plus,0.08373,0.013,0.1553,29.81238312,0.082352941,629.1480574,897990.6857,708.8796004,974.9015173,950432.9722,NA,NA,NA,NA,NA,NA,1.134,1.25,1.204819277,1.204819277,1.169832883,0.034986394,0.068123825,0.012798083,1011.1765,1414464.239,181782.0998,173470.1713,5.239224807,0.911367165,2,0.05548,0.0587,1.0573,NA,NA,0.07751938,1735.837846,332.8308423,2524.389885,542.5400654,278.6242692,398.0743654,1269.936204,11455.89081,1132.079938,622.4555692,299.0030231,358.6459462,877.5781654,968.7162122,2523.001915
b1113,ycfS,963,1000784,1001746,1001265,minus,0.06715,0.0303,0.4512,NA,NA,389.0592596,287791.074,304.0887264,158.312018,25062.69514,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,13.80500089,278.1597966,148.5313585,118.9354065,2.075311161,0.368983199,2,0.06071,0.1006,1.6568,NA,NA,NA,401.6146462,805.7390077,442.7467385,1019.029642,1027.487738,86.85595923,752.77675,530.5333692,503.76055,1103.387638,1289.509919,92.90494731,1204.24725,630.5789554,712.145529
b1114,mfd,3447,1001890,1005336,1003613,minus,NA,NA,NA,16.68457475,0.046167247,460.7855984,33682.09047,499.4023782,123.5164204,15256.30613,3,3,4,4,0,0,10.744,4.492,0.171969046,0.192122959,0.200568937,-0.028599891,-0.697736327,-0.066813391,80.82817664,534.3979897,1565.497396,1803.562387,3.25613117,-0.528266354,2,0.02216,0.026,1.1737,0.009111113,0.55523526,0.131418625,715.6358654,908.1185962,1231.432738,902.3287692,1255.967158,998.4673577,706.7727692,953.2006962,1039.770388,899.0058269,1226.46235,1116.619085,1014.41105,1001.991747,990.3051859
b1115,ycfT,1074,1005464,1006537,1006000.5,minus,0.0001,0.0014,13.8544,NA,NA,34.79724973,4364.835089,108.1677263,75.66210979,5724.754858,1,1,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.009140787,0.605157829,0.147113594,117.6348923,142.6393558,38.63517462,26.8640145,46.22280154,83.77854077,54.49536923,409.0048923,55.66704346,38.84836308,48.03726346,116.8296631,104.0545381,75.96246325,120.4804324
b1116,lolC,1200,1006799,1007998,1007398.5,plus,0.16399,0.0122,0.0745,24.00008282,0.062656642,460.4453029,59414.58349,342.3289973,115.3622239,13308.44268,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,25.49338567,139.7000865,287.6635966,321.6105167,2.507330242,-0.362133567,1,0.03747,0.0342,0.914,0,0,0.000833333,1875.205923,2346.711538,3064.393692,1730.754615,1668.940154,1571.965573,2075.122385,2721.541423,2743.572962,1825.415038,1327.701896,2011.048654,1554.46,2042.995249,2117.400393
b1117,lolD,702,1007991,1008692,1008341.5,plus,0.0196,0.0177,0.9042,16.88344545,0.0472103,428.4498094,58360.12131,483.787653,134.4657315,18081.03294,0,0,1,1,0,0,56.729,30.713,0.289017341,0.179372197,0.142221557,0.146795784,-0.847034571,0.307958472,379.781313,16799.32227,26725.19082,28554.05246,4.455667753,-0.230375992,1,0.02488,0.0264,1.0595,0,0,0.002849003,1571.965573,1712.611385,2716.014538,1399.185627,1500.997058,1627.601231,1809.391577,2047.617538,2112.261769,1535.5245,1204.24725,1746.006846,1267.839885,1754.729235,1742.508247
b1118,lolE,1245,1008692,1009936,1009314,plus,NA,NA,NA,34.43838239,0.074879227,690.4356219,88443.82712,448.2316282,141.7312818,20087.75624,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.164184991,1.844725916,14.31477361,12.70438466,1.103953635,-0.838021786,1,0.04525,0.049,1.0834,0,0,0.003212851,2075.122385,2356.213115,3577.697154,1706.374308,2025.592308,2437.966962,2327.304423,2643.238154,3096.403269,2006.735462,1953.968346,2571.611538,1707.986115,2363.161038,2433.210199
b1119,nagK,912,1009965,1010876,1010420.5,plus,0.16962,0.0445,0.2622,26.49021814,0.072607261,604.2684145,44848.91563,554.9392038,163.53282,26742.98326,NA,NA,NA,NA,NA,NA,9.764,4.056,0.188679245,0.188679245,0.206848897,-0.018169652,-0.684346791,-0.039929079,7.481770771,11.86273593,59.77690949,42.74205494,1.630855398,-0.556670535,2,0.03067,0.0485,1.5827,NA,NA,0.120614035,2561.125615,2748.9125,3496.920538,2103.240192,1847.127077,2840.006846,2445.170885,3265.631154,2487.514077,2643.238154,3205.838808,3210.237846,1637.036577,2599.555462,2876.271821
b1120,cobB,840,1010892,1011731,1011311.5,plus,0.01345,0.01,0.7458,21.92260441,0.080508475,391.618338,33180.43398,569.9246123,178.8168572,31975.46855,1,1,0,0,1,1,25.486,10.125,0.167504188,0.166251039,0.165997572,0.001506616,-0.779898263,0.003923933,674.5374337,42949.82955,72373.09465,80832.96625,4.907588516,-0.274627071,2,0.04236,0.0491,1.16,0.009929134,0.61433315,0.127572016,2273.545269,2454.387154,1119.6426,1541.208538,1349.6067,1875.205923,2077.540462,2503.446269,1337.749419,1891.603769,1320.774865,1911.327192,1510.792769,1768.932697,1840.406996
b1121,ycfZ,789,1011851,1012639,1012245,minus,NA,NA,NA,NA,NA,111.9106667,27018.59833,64.9854996,16.66338519,277.6684061,3,2,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0.245880862,95.78267923,75.89939077,76.03547731,32.35224469,54.63844615,30.13442385,49.82243654,24.62731485,74.99850038,72.21658846,47.81621615,46.22280154,66.22201308,60.80711033,52.61730965
b1122,ymfA,462,1012636,1013097,1012866.5,minus,0.20894,0.2044,0.9782,NA,NA,191.0112194,147320.4609,162.6936606,51.06918301,2608.061456,3,2,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.010674025,0.639097234,0.307359307,207.4291615,204.5050615,200.7791115,191.8109038,225.7843654,102.1666358,113.4345119,118.1613319,161.4840881,249.9305885,112.3300527,119.7705865,159.7579377,188.7458733,145.8518599
b1123,potD,1047,1013155,1014201,1013678,minus,0.02435,0.0168,0.6891,61.84746478,0.060344828,1355.330123,484549.353,1000.271918,504.4320732,254451.717,0,0,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2801.56842,842671.7511,930117.2579,1357515.446,6.13274478,-0.207086345,2,0.03157,0.0363,1.1514,0.009896961,0.646064906,0.151862464,3111.142231,3734.969731,2852.219692,5940.622846,7089.525731,5217.636385,2430.650462,2994.936269,3432.620577,4669.577192,5083.922423,4421.127192,4770.324577,4657.686103,3838.805686
b1124,potC,795,1014198,1014992,1014595,minus,0.01389,0.0056,0.4061,34.87119692,0.034749035,925.3233341,414402.3294,943.5926819,537.6385536,289055.2138,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,32.67060003,484.0320999,373.5891703,416.8220337,2.619950668,0.064923496,2,0.01292,0.0215,1.66,0.010241198,0.707561161,0.113207547,2267.552115,2778.615846,3223.922038,4384.875,3149.680654,3419.813615,1940.479885,2175.381308,2932.936962,4266.784885,3783.144538,3814.499077,3500.965577,3204.076545,3152.204442
b1125,potB,828,1014989,1015816,1015402.5,minus,0.08647,0.0742,0.8582,30.27344444,0.04,728.8499897,256967.2164,264.4734251,178.6147502,31903.22912,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.02199,0.0271,1.2309,0.010040154,0.64887138,0.132850242,2362.207,2686.370423,3585.781615,4015.841615,3195.825923,2997.892462,1814.179462,1947.6795,2914.569808,4188.045615,4072.534308,4105.566,3040.953231,3140.653173,3173.762449
